total_size,draw,method,accuracy
140,12,LOGIS,0.8571428571428571
140,12,SVM,0.8428571428571429
140,12,KNN,0.8142857142857143
140,12,RF,0.8428571428571429
140,12,XGB,0.85
140,13,LOGIS,0.8357142857142857
140,13,SVM,0.7857142857142858
140,13,KNN,0.75
140,13,RF,0.7928571428571428
140,13,XGB,0.7857142857142858
140,14,LOGIS,0.8642857142857142
140,14,SVM,0.7642857142857142
140,14,KNN,0.7499999999999999
140,14,RF,0.7642857142857145
140,14,XGB,0.75
140,15,LOGIS,0.8357142857142857
140,15,SVM,0.7857142857142857
140,15,KNN,0.7142857142857143
140,15,RF,0.7285714285714286
140,15,XGB,0.7785714285714287
140,16,LOGIS,0.8285714285714286
140,16,SVM,0.7428571428571429
140,16,KNN,0.7357142857142858
140,16,RF,0.7571428571428571
140,16,XGB,0.7571428571428571
140,17,LOGIS,0.8428571428571429
140,17,SVM,0.8071428571428572
140,17,KNN,0.7928571428571429
140,17,RF,0.8285714285714285
140,17,XGB,0.8142857142857143
140,18,LOGIS,0.75
140,18,SVM,0.8
140,18,KNN,0.7642857142857142
140,18,RF,0.7357142857142858
140,18,XGB,0.7642857142857143
140,19,LOGIS,0.7642857142857142
140,19,SVM,0.8142857142857143
140,19,KNN,0.8142857142857143
140,19,RF,0.8357142857142857
140,19,XGB,0.8214285714285715
140,20,LOGIS,0.7642857142857143
140,20,SVM,0.7499999999999999
140,20,KNN,0.7571428571428572
140,20,RF,0.7142857142857142
140,20,XGB,0.7142857142857142
140,21,LOGIS,0.8857142857142858
140,21,SVM,0.8142857142857143
140,21,KNN,0.7714285714285714
140,21,RF,0.7642857142857142
140,21,XGB,0.8071428571428572
140,22,LOGIS,0.8571428571428571
140,22,SVM,0.7714285714285715
140,22,KNN,0.6857142857142857
140,22,RF,0.7214285714285713
140,22,XGB,0.7428571428571429
140,23,LOGIS,0.8071428571428572
140,23,SVM,0.8071428571428572
140,23,KNN,0.7857142857142858
140,23,RF,0.7785714285714287
140,23,XGB,0.75
140,24,LOGIS,0.85
140,24,SVM,0.8357142857142857
140,24,KNN,0.8142857142857143
140,24,RF,0.8285714285714285
140,24,XGB,0.8285714285714285
140,25,LOGIS,0.7857142857142858
140,25,SVM,0.7857142857142856
140,25,KNN,0.7285714285714284
140,25,RF,0.7928571428571429
140,25,XGB,0.7357142857142858
140,26,LOGIS,0.8214285714285715
140,26,SVM,0.7785714285714287
140,26,KNN,0.7571428571428572
140,26,RF,0.7571428571428571
140,26,XGB,0.7285714285714285
140,27,LOGIS,0.7428571428571428
140,27,SVM,0.7428571428571429
140,27,KNN,0.7214285714285715
140,27,RF,0.7714285714285715
140,27,XGB,0.7142857142857144
140,28,LOGIS,0.8285714285714286
140,28,SVM,0.7714285714285715
140,28,KNN,0.7214285714285713
140,28,RF,0.8
140,28,XGB,0.7428571428571429
140,29,LOGIS,0.8642857142857142
140,29,SVM,0.8
140,29,KNN,0.7714285714285714
140,29,RF,0.7642857142857142
140,29,XGB,0.7714285714285715
150,0,LOGIS,0.8200000000000001
150,0,SVM,0.7533333333333333
150,0,KNN,0.76
150,0,RF,0.7466666666666667
150,0,XGB,0.7266666666666667
150,1,LOGIS,0.8133333333333332
150,1,SVM,0.7666666666666666
150,1,KNN,0.76
150,1,RF,0.7466666666666667
150,1,XGB,0.7866666666666667
150,2,LOGIS,0.8866666666666667
150,2,SVM,0.78
150,2,KNN,0.74
150,2,RF,0.7866666666666667
150,2,XGB,0.7733333333333333
150,3,LOGIS,0.74
150,3,SVM,0.6933333333333332
150,3,KNN,0.6666666666666667
150,3,RF,0.72
150,3,XGB,0.7466666666666667
150,4,LOGIS,0.8333333333333334
150,4,SVM,0.7666666666666666
150,4,KNN,0.72
150,4,RF,0.7333333333333334
150,4,XGB,0.7666666666666668
150,5,LOGIS,0.8533333333333333
150,5,SVM,0.7666666666666666
150,5,KNN,0.7466666666666667
150,5,RF,0.76
150,5,XGB,0.76
150,6,LOGIS,0.7933333333333333
150,6,SVM,0.7666666666666666
150,6,KNN,0.76
150,6,RF,0.7933333333333332
150,6,XGB,0.7533333333333332
150,7,LOGIS,0.8533333333333333
150,7,SVM,0.7933333333333333
150,7,KNN,0.78
150,7,RF,0.7466666666666667
150,7,XGB,0.7333333333333332
150,8,LOGIS,0.82
150,8,SVM,0.82
150,8,KNN,0.78
150,8,RF,0.78
150,8,XGB,0.7466666666666667
150,9,LOGIS,0.8133333333333332
150,9,SVM,0.7666666666666666
150,9,KNN,0.7533333333333332
150,9,RF,0.7733333333333333
150,9,XGB,0.7466666666666667
150,10,LOGIS,0.7733333333333333
150,10,SVM,0.8266666666666668
150,10,KNN,0.7933333333333333
150,10,RF,0.7933333333333333
150,10,XGB,0.8
150,11,LOGIS,0.8133333333333332
150,11,SVM,0.7666666666666666
150,11,KNN,0.7733333333333334
150,11,RF,0.7933333333333333
150,11,XGB,0.7666666666666667
150,12,LOGIS,0.76
150,12,SVM,0.7733333333333333
150,12,KNN,0.7533333333333333
150,12,RF,0.7866666666666667
150,12,XGB,0.7866666666666667
150,13,LOGIS,0.8666666666666666
150,13,SVM,0.76
150,13,KNN,0.7333333333333332
150,13,RF,0.7466666666666667
150,13,XGB,0.8066666666666666
150,14,LOGIS,0.8666666666666668
150,14,SVM,0.78
150,14,KNN,0.7333333333333333
150,14,RF,0.8200000000000001
150,14,XGB,0.8533333333333333
150,15,LOGIS,0.82
150,15,SVM,0.7466666666666667
150,15,KNN,0.7666666666666668
150,15,RF,0.7133333333333333
150,15,XGB,0.7466666666666667
150,16,LOGIS,0.8733333333333334
150,16,SVM,0.7733333333333332
150,16,KNN,0.7266666666666666
150,16,RF,0.7066666666666667
150,16,XGB,0.7066666666666667
150,17,LOGIS,0.8133333333333332
150,17,SVM,0.7933333333333333
150,17,KNN,0.7666666666666666
150,17,RF,0.7533333333333333
150,17,XGB,0.74
150,18,LOGIS,0.8133333333333332
150,18,SVM,0.7733333333333334
150,18,KNN,0.7066666666666667
150,18,RF,0.7066666666666668
150,18,XGB,0.7133333333333334
150,19,LOGIS,0.8933333333333333
150,19,SVM,0.8200000000000001
150,19,KNN,0.7933333333333333
150,19,RF,0.78
150,19,XGB,0.7533333333333332
150,20,LOGIS,0.8
150,20,SVM,0.76
150,20,KNN,0.7799999999999999
150,20,RF,0.8
150,20,XGB,0.78
150,21,LOGIS,0.8533333333333333
150,21,SVM,0.8133333333333335
150,21,KNN,0.78
150,21,RF,0.7733333333333334
150,21,XGB,0.78
150,22,LOGIS,0.8399999999999999
150,22,SVM,0.76
150,22,KNN,0.7533333333333333
150,22,RF,0.7733333333333333
150,22,XGB,0.7533333333333333
150,23,LOGIS,0.8866666666666667
150,23,SVM,0.8400000000000001
150,23,KNN,0.8133333333333332
150,23,RF,0.8266666666666668
150,23,XGB,0.8066666666666666
150,24,LOGIS,0.8333333333333334
150,24,SVM,0.7466666666666667
150,24,KNN,0.74
150,24,RF,0.7
150,24,XGB,0.7066666666666667
150,25,LOGIS,0.82
150,25,SVM,0.8266666666666665
150,25,KNN,0.7933333333333333
150,25,RF,0.8
150,25,XGB,0.7733333333333333
150,26,LOGIS,0.8533333333333333
150,26,SVM,0.8066666666666666
150,26,KNN,0.74
150,26,RF,0.78
150,26,XGB,0.8066666666666666
150,27,LOGIS,0.8666666666666666
150,27,SVM,0.8266666666666665
150,27,KNN,0.8066666666666666
150,27,RF,0.8066666666666666
150,27,XGB,0.7466666666666667
150,28,LOGIS,0.7866666666666666
150,28,SVM,0.7600000000000001
150,28,KNN,0.7333333333333333
150,28,RF,0.7866666666666667
150,28,XGB,0.74
150,29,LOGIS,0.7933333333333333
150,29,SVM,0.7533333333333333
150,29,KNN,0.7266666666666667
150,29,RF,0.74
150,29,XGB,0.6599999999999999
160,0,LOGIS,0.7375
160,0,SVM,0.78125
160,0,KNN,0.6875
160,0,RF,0.7125
160,0,XGB,0.7
160,1,LOGIS,0.78125
160,1,SVM,0.7125
160,1,KNN,0.6625
160,1,RF,0.675
160,1,XGB,0.65625
160,2,LOGIS,0.83125
160,2,SVM,0.7875
160,2,KNN,0.7125
160,2,RF,0.79375
160,2,XGB,0.825
160,3,LOGIS,0.85625
160,3,SVM,0.76875
160,3,KNN,0.74375
160,3,RF,0.74375
160,3,XGB,0.76875
160,4,LOGIS,0.83125
160,4,SVM,0.7625
160,4,KNN,0.71875
160,4,RF,0.725
160,4,XGB,0.725
160,5,LOGIS,0.875
160,5,SVM,0.775
160,5,KNN,0.75625
160,5,RF,0.75625
160,5,XGB,0.7625
160,6,LOGIS,0.88125
160,6,SVM,0.8125
160,6,KNN,0.81875
160,6,RF,0.8
160,6,XGB,0.775
160,7,LOGIS,0.775
160,7,SVM,0.70625
160,7,KNN,0.7125
160,7,RF,0.73125
160,7,XGB,0.6875
160,8,LOGIS,0.83125
160,8,SVM,0.76875
160,8,KNN,0.76875
160,8,RF,0.75
160,8,XGB,0.74375
160,9,LOGIS,0.8625
160,9,SVM,0.7875
160,9,KNN,0.7625
160,9,RF,0.7875
160,9,XGB,0.8
160,10,LOGIS,0.875
160,10,SVM,0.80625
160,10,KNN,0.775
160,10,RF,0.8
160,10,XGB,0.84375
160,11,LOGIS,0.81875
160,11,SVM,0.79375
160,11,KNN,0.76875
160,11,RF,0.80625
160,11,XGB,0.775
160,12,LOGIS,0.81875
160,12,SVM,0.83125
160,12,KNN,0.775
160,12,RF,0.81875
160,12,XGB,0.825
160,13,LOGIS,0.78125
160,13,SVM,0.7375
160,13,KNN,0.71875
160,13,RF,0.7375
160,13,XGB,0.7125
160,14,LOGIS,0.825
160,14,SVM,0.75
160,14,KNN,0.74375
160,14,RF,0.76875
160,14,XGB,0.7375
160,15,LOGIS,0.81875
160,15,SVM,0.81875
160,15,KNN,0.7625
160,15,RF,0.75
160,15,XGB,0.775
160,16,LOGIS,0.80625
160,16,SVM,0.75625
160,16,KNN,0.71875
160,16,RF,0.75625
160,16,XGB,0.7125
160,17,LOGIS,0.79375
160,17,SVM,0.73125
160,17,KNN,0.6875
160,17,RF,0.75
160,17,XGB,0.7375
160,18,LOGIS,0.8
160,18,SVM,0.75625
160,18,KNN,0.74375
160,18,RF,0.7875
160,18,XGB,0.7375
160,19,LOGIS,0.80625
160,19,SVM,0.775
160,19,KNN,0.74375
160,19,RF,0.74375
160,19,XGB,0.7375
160,20,LOGIS,0.775
160,20,SVM,0.725
160,20,KNN,0.68125
160,20,RF,0.7125
160,20,XGB,0.71875
160,21,LOGIS,0.86875
160,21,SVM,0.8375
160,21,KNN,0.8125
160,21,RF,0.84375
160,21,XGB,0.84375
160,22,LOGIS,0.89375
160,22,SVM,0.8125
160,22,KNN,0.7875
160,22,RF,0.80625
160,22,XGB,0.775
160,23,LOGIS,0.825
160,23,SVM,0.84375
160,23,KNN,0.8125
160,23,RF,0.825
160,23,XGB,0.81875
160,24,LOGIS,0.90625
160,24,SVM,0.78125
160,24,KNN,0.71875
160,24,RF,0.775
160,24,XGB,0.7875
160,25,LOGIS,0.85
160,25,SVM,0.7875
160,25,KNN,0.75625
160,25,RF,0.78125
160,25,XGB,0.80625
160,26,LOGIS,0.65625
160,26,SVM,0.7125
160,26,KNN,0.7
160,26,RF,0.68125
160,26,XGB,0.725
160,27,LOGIS,0.8125
160,27,SVM,0.75
160,27,KNN,0.73125
160,27,RF,0.75
160,27,XGB,0.73125
160,28,LOGIS,0.8625
160,28,SVM,0.78125
160,28,KNN,0.76875
160,28,RF,0.75625
160,28,XGB,0.74375
160,29,LOGIS,0.8125
160,29,SVM,0.85
160,29,KNN,0.80625
160,29,RF,0.84375
160,29,XGB,0.775
170,0,LOGIS,0.8235294117647058
170,0,SVM,0.7941176470588236
170,0,KNN,0.7764705882352941
170,0,RF,0.7647058823529411
170,0,XGB,0.7529411764705882
170,1,LOGIS,0.8470588235294116
170,1,SVM,0.7764705882352942
170,1,KNN,0.7470588235294118
170,1,RF,0.7764705882352942
170,1,XGB,0.7588235294117647
170,2,LOGIS,0.8176470588235294
170,2,SVM,0.7352941176470588
170,2,KNN,0.7352941176470589
170,2,RF,0.7058823529411764
170,2,XGB,0.7
170,3,LOGIS,0.8470588235294116
170,3,SVM,0.7823529411764707
170,3,KNN,0.7176470588235294
170,3,RF,0.7764705882352941
170,3,XGB,0.7294117647058823
170,4,LOGIS,0.8
170,4,SVM,0.7529411764705882
170,4,KNN,0.7705882352941176
170,4,RF,0.7529411764705882
170,4,XGB,0.7705882352941177
170,5,LOGIS,0.8352941176470587
170,5,SVM,0.7882352941176469
170,5,KNN,0.7
170,5,RF,0.7588235294117648
170,5,XGB,0.7411764705882353
170,6,LOGIS,0.7647058823529411
170,6,SVM,0.7823529411764706
170,6,KNN,0.7705882352941177
170,6,RF,0.7705882352941176
170,6,XGB,0.7647058823529411
170,7,LOGIS,0.8470588235294118
170,7,SVM,0.7941176470588235
170,7,KNN,0.7529411764705882
170,7,RF,0.776470588235294
170,7,XGB,0.7882352941176471
170,8,LOGIS,0.8294117647058824
170,8,SVM,0.7941176470588236
170,8,KNN,0.7470588235294118
170,8,RF,0.7588235294117647
170,8,XGB,0.7470588235294118
170,9,LOGIS,0.8058823529411766
170,9,SVM,0.7941176470588236
170,9,KNN,0.7705882352941177
170,9,RF,0.7764705882352941
170,9,XGB,0.7941176470588235
170,10,LOGIS,0.8117647058823529
170,10,SVM,0.7470588235294119
170,10,KNN,0.7647058823529412
170,10,RF,0.7529411764705882
170,10,XGB,0.7470588235294117
170,11,LOGIS,0.8
170,11,SVM,0.7823529411764705
170,11,KNN,0.7647058823529412
170,11,RF,0.7764705882352942
170,11,XGB,0.7705882352941177
170,12,LOGIS,0.8352941176470587
170,12,SVM,0.7823529411764707
170,12,KNN,0.7705882352941176
170,12,RF,0.8117647058823529
170,12,XGB,0.7529411764705882
170,13,LOGIS,0.7882352941176469
170,13,SVM,0.7882352941176471
170,13,KNN,0.7764705882352941
170,13,RF,0.7588235294117647
170,13,XGB,0.7411764705882353
170,14,LOGIS,0.8117647058823529
170,14,SVM,0.7470588235294118
170,14,KNN,0.7176470588235294
170,14,RF,0.711764705882353
170,14,XGB,0.7823529411764705
170,15,LOGIS,0.8058823529411765
170,15,SVM,0.7764705882352942
170,15,KNN,0.7647058823529411
170,15,RF,0.7176470588235295
170,15,XGB,0.7352941176470588
170,16,LOGIS,0.7470588235294119
170,16,SVM,0.8
170,16,KNN,0.7411764705882352
170,16,RF,0.7705882352941176
170,16,XGB,0.7647058823529411
170,17,LOGIS,0.8647058823529411
170,17,SVM,0.788235294117647
170,17,KNN,0.7764705882352941
170,17,RF,0.788235294117647
170,17,XGB,0.7529411764705883
170,18,LOGIS,0.788235294117647
170,18,SVM,0.7823529411764706
170,18,KNN,0.7705882352941178
170,18,RF,0.7588235294117647
170,18,XGB,0.7705882352941176
170,19,LOGIS,0.8470588235294118
170,19,SVM,0.7647058823529411
170,19,KNN,0.7294117647058824
170,19,RF,0.7470588235294118
170,19,XGB,0.7058823529411766
170,20,LOGIS,0.7588235294117647
170,20,SVM,0.7529411764705882
170,20,KNN,0.7176470588235293
170,20,RF,0.6941176470588235
170,20,XGB,0.7
170,21,LOGIS,0.8705882352941176
170,21,SVM,0.7764705882352941
170,21,KNN,0.7705882352941178
170,21,RF,0.7647058823529411
170,21,XGB,0.7588235294117647
170,22,LOGIS,0.7764705882352941
170,22,SVM,0.7764705882352941
170,22,KNN,0.7411764705882353
170,22,RF,0.7470588235294118
170,22,XGB,0.788235294117647
170,23,LOGIS,0.8
170,23,SVM,0.7647058823529411
170,23,KNN,0.7235294117647059
170,23,RF,0.7705882352941176
170,23,XGB,0.7882352941176471
170,24,LOGIS,0.8470588235294118
170,24,SVM,0.7588235294117647
170,24,KNN,0.7647058823529412
170,24,RF,0.776470588235294
170,24,XGB,0.7411764705882353
170,25,LOGIS,0.7647058823529412
170,25,SVM,0.7764705882352942
170,25,KNN,0.7294117647058823
170,25,RF,0.776470588235294
170,25,XGB,0.8058823529411765
170,26,LOGIS,0.8470588235294118
170,26,SVM,0.7823529411764706
170,26,KNN,0.7941176470588236
170,26,RF,0.7529411764705882
170,26,XGB,0.7411764705882353
170,27,LOGIS,0.7764705882352942
170,27,SVM,0.7882352941176471
170,27,KNN,0.7529411764705883
170,27,RF,0.7705882352941176
170,27,XGB,0.7705882352941176
170,28,LOGIS,0.7999999999999999
170,28,SVM,0.7235294117647059
170,28,KNN,0.7058823529411765
170,28,RF,0.6647058823529411
170,28,XGB,0.711764705882353
170,29,LOGIS,0.8764705882352942
170,29,SVM,0.8294117647058823
170,29,KNN,0.823529411764706
170,29,RF,0.8352941176470589
170,29,XGB,0.8352941176470589
180,0,LOGIS,0.8444444444444444
180,0,SVM,0.8055555555555557
180,0,KNN,0.75
180,0,RF,0.8111111111111111
180,0,XGB,0.8055555555555556
180,1,LOGIS,0.8111111111111111
180,1,SVM,0.8055555555555556
180,1,KNN,0.75
180,1,RF,0.7944444444444445
180,1,XGB,0.7944444444444444
180,2,LOGIS,0.7166666666666667
180,2,SVM,0.7555555555555555
180,2,KNN,0.75
180,2,RF,0.75
180,2,XGB,0.7055555555555555
180,3,LOGIS,0.8333333333333334
180,3,SVM,0.8
180,3,KNN,0.7611111111111111
180,3,RF,0.7722222222222221
180,3,XGB,0.8
180,4,LOGIS,0.8388888888888889
180,4,SVM,0.7944444444444445
180,4,KNN,0.7777777777777779
180,4,RF,0.7611111111111111
180,4,XGB,0.7888888888888889
180,5,LOGIS,0.7277777777777779
180,5,SVM,0.7333333333333334
180,5,KNN,0.7388888888888887
180,5,RF,0.7
180,5,XGB,0.7333333333333334
180,6,LOGIS,0.8444444444444444
180,6,SVM,0.7666666666666667
180,6,KNN,0.7555555555555556
180,6,RF,0.7777777777777778
180,6,XGB,0.7555555555555556
180,7,LOGIS,0.8
180,7,SVM,0.788888888888889
180,7,KNN,0.7499999999999999
180,7,RF,0.7777777777777777
180,7,XGB,0.7666666666666667
180,8,LOGIS,0.8111111111111111
180,8,SVM,0.8055555555555556
180,8,KNN,0.7611111111111111
180,8,RF,0.788888888888889
180,8,XGB,0.7777777777777778
180,9,LOGIS,0.8444444444444447
180,9,SVM,0.8055555555555556
180,9,KNN,0.7777777777777778
180,9,RF,0.8
180,9,XGB,0.7777777777777777
180,10,LOGIS,0.8166666666666667
180,10,SVM,0.7944444444444445
180,10,KNN,0.7944444444444445
180,10,RF,0.7833333333333334
180,10,XGB,0.7666666666666667
180,11,LOGIS,0.8055555555555556
180,11,SVM,0.8277777777777778
180,11,KNN,0.7833333333333333
180,11,RF,0.8055555555555556
180,11,XGB,0.8277777777777778
180,12,LOGIS,0.8722222222222223
180,12,SVM,0.8055555555555556
180,12,KNN,0.7722222222222221
180,12,RF,0.788888888888889
180,12,XGB,0.8111111111111112
180,13,LOGIS,0.8555555555555555
180,13,SVM,0.8
180,13,KNN,0.7833333333333333
180,13,RF,0.7777777777777778
180,13,XGB,0.8388888888888889
180,14,LOGIS,0.8444444444444444
180,14,SVM,0.8277777777777778
180,14,KNN,0.8055555555555556
180,14,RF,0.8111111111111111
180,14,XGB,0.8
180,15,LOGIS,0.8055555555555556
180,15,SVM,0.7722222222222224
180,15,KNN,0.7611111111111112
180,15,RF,0.7277777777777779
180,15,XGB,0.7444444444444444
180,16,LOGIS,0.8777777777777777
180,16,SVM,0.8388888888888888
180,16,KNN,0.8111111111111111
180,16,RF,0.8055555555555556
180,16,XGB,0.8277777777777777
180,17,LOGIS,0.9055555555555556
180,17,SVM,0.8333333333333334
180,17,KNN,0.8222222222222223
180,17,RF,0.8111111111111111
180,17,XGB,0.8055555555555556
180,18,LOGIS,0.8444444444444444
180,18,SVM,0.7555555555555555
180,18,KNN,0.7388888888888889
180,18,RF,0.7388888888888889
180,18,XGB,0.7444444444444445
180,19,LOGIS,0.9
180,19,SVM,0.7722222222222224
180,19,KNN,0.7666666666666667
180,19,RF,0.7722222222222223
180,19,XGB,0.7444444444444445
180,20,LOGIS,0.7833333333333334
180,20,SVM,0.7777777777777778
180,20,KNN,0.7055555555555555
180,20,RF,0.7555555555555555
180,20,XGB,0.788888888888889
180,21,LOGIS,0.8277777777777778
180,21,SVM,0.7333333333333334
180,21,KNN,0.7055555555555555
180,21,RF,0.7
180,21,XGB,0.7055555555555555
180,22,LOGIS,0.861111111111111
180,22,SVM,0.7444444444444445
180,22,KNN,0.7333333333333334
180,22,RF,0.7277777777777777
180,22,XGB,0.7444444444444445
180,23,LOGIS,0.861111111111111
180,23,SVM,0.788888888888889
180,23,KNN,0.7277777777777779
180,23,RF,0.7666666666666666
180,23,XGB,0.75
180,24,LOGIS,0.7944444444444444
180,24,SVM,0.7777777777777779
180,24,KNN,0.7555555555555555
180,24,RF,0.7388888888888889
180,24,XGB,0.7444444444444445
180,25,LOGIS,0.7777777777777778
180,25,SVM,0.7944444444444445
180,25,KNN,0.7722222222222223
180,25,RF,0.7666666666666667
180,25,XGB,0.7555555555555555
180,26,LOGIS,0.8222222222222222
180,26,SVM,0.8111111111111111
180,26,KNN,0.7666666666666667
180,26,RF,0.7888888888888889
180,26,XGB,0.7833333333333334
180,27,LOGIS,0.8111111111111111
180,27,SVM,0.7722222222222223
180,27,KNN,0.7777777777777778
180,27,RF,0.7611111111111112
180,27,XGB,0.7555555555555554
180,28,LOGIS,0.7777777777777777
180,28,SVM,0.7666666666666667
180,28,KNN,0.7555555555555556
180,28,RF,0.7444444444444445
180,28,XGB,0.711111111111111
180,29,LOGIS,0.8722222222222223
180,29,SVM,0.788888888888889
180,29,KNN,0.7611111111111111
180,29,RF,0.7722222222222221
180,29,XGB,0.7388888888888889
190,0,LOGIS,0.8578947368421053
190,0,SVM,0.8421052631578949
190,0,KNN,0.768421052631579
190,0,RF,0.8210526315789473
190,0,XGB,0.8157894736842106
190,1,LOGIS,0.8421052631578947
190,1,SVM,0.7789473684210527
190,1,KNN,0.7473684210526317
190,1,RF,0.7894736842105262
190,1,XGB,0.7789473684210526
190,2,LOGIS,0.7894736842105263
190,2,SVM,0.8105263157894738
190,2,KNN,0.7684210526315789
190,2,RF,0.8052631578947368
190,2,XGB,0.7578947368421053
190,3,LOGIS,0.8631578947368419
190,3,SVM,0.7789473684210526
190,3,KNN,0.7421052631578947
190,3,RF,0.7210526315789474
190,3,XGB,0.731578947368421
190,4,LOGIS,0.8842105263157896
190,4,SVM,0.7789473684210526
190,4,KNN,0.7473684210526316
190,4,RF,0.7578947368421052
190,4,XGB,0.7631578947368421
190,5,LOGIS,0.8157894736842104
190,5,SVM,0.8000000000000002
190,5,KNN,0.7842105263157895
190,5,RF,0.7894736842105263
190,5,XGB,0.805263157894737
190,6,LOGIS,0.8789473684210527
190,6,SVM,0.8315789473684211
190,6,KNN,0.7842105263157894
190,6,RF,0.8105263157894737
190,6,XGB,0.8157894736842104
190,7,LOGIS,0.7894736842105263
190,7,SVM,0.7473684210526316
190,7,KNN,0.7210526315789474
190,7,RF,0.7631578947368421
190,7,XGB,0.7631578947368421
190,8,LOGIS,0.8263157894736842
190,8,SVM,0.7578947368421052
190,8,KNN,0.7315789473684211
190,8,RF,0.7473684210526317
190,8,XGB,0.7315789473684211
190,9,LOGIS,0.8315789473684209
190,9,SVM,0.7894736842105263
190,9,KNN,0.8210526315789475
190,9,RF,0.8
190,9,XGB,0.7736842105263159
190,10,LOGIS,0.8157894736842106
190,10,SVM,0.8105263157894737
190,10,KNN,0.7578947368421053
190,10,RF,0.7894736842105263
190,10,XGB,0.8
190,11,LOGIS,0.8157894736842104
190,11,SVM,0.7631578947368421
190,11,KNN,0.7684210526315789
190,11,RF,0.7789473684210526
190,11,XGB,0.7526315789473685
190,12,LOGIS,0.7894736842105263
190,12,SVM,0.8105263157894737
190,12,KNN,0.7526315789473684
190,12,RF,0.8052631578947368
190,12,XGB,0.8
190,13,LOGIS,0.8315789473684211
190,13,SVM,0.7736842105263158
190,13,KNN,0.7526315789473684
190,13,RF,0.763157894736842
190,13,XGB,0.7947368421052632
190,14,LOGIS,0.7842105263157896
190,14,SVM,0.8
190,14,KNN,0.7157894736842105
190,14,RF,0.7578947368421053
190,14,XGB,0.7526315789473683
190,15,LOGIS,0.8315789473684211
190,15,SVM,0.7473684210526316
190,15,KNN,0.7210526315789474
190,15,RF,0.7684210526315789
190,15,XGB,0.7894736842105263
190,16,LOGIS,0.8894736842105264
190,16,SVM,0.8105263157894737
190,16,KNN,0.7631578947368421
190,16,RF,0.7842105263157894
190,16,XGB,0.7842105263157896
190,17,LOGIS,0.6789473684210527
190,17,SVM,0.8
190,17,KNN,0.7578947368421052
190,17,RF,0.8157894736842106
190,17,XGB,0.7947368421052632
190,18,LOGIS,0.8263157894736842
190,18,SVM,0.8105263157894737
190,18,KNN,0.7631578947368421
190,18,RF,0.7578947368421052
190,18,XGB,0.7578947368421053
190,19,LOGIS,0.8
190,19,SVM,0.8105263157894737
190,19,KNN,0.8
190,19,RF,0.7947368421052632
190,19,XGB,0.7631578947368421
190,20,LOGIS,0.8105263157894737
190,20,SVM,0.7789473684210526
190,20,KNN,0.731578947368421
190,20,RF,0.7789473684210527
190,20,XGB,0.7789473684210526
190,21,LOGIS,0.7894736842105263
190,21,SVM,0.8
190,21,KNN,0.7842105263157896
190,21,RF,0.7631578947368421
190,21,XGB,0.7842105263157894
190,22,LOGIS,0.8315789473684211
190,22,SVM,0.7789473684210526
190,22,KNN,0.7684210526315789
190,22,RF,0.7526315789473685
190,22,XGB,0.7263157894736842
190,23,LOGIS,0.8842105263157893
190,23,SVM,0.7894736842105263
190,23,KNN,0.736842105263158
190,23,RF,0.7684210526315789
190,23,XGB,0.7368421052631579
190,24,LOGIS,0.7842105263157895
190,24,SVM,0.8052631578947368
190,24,KNN,0.7368421052631579
190,24,RF,0.7736842105263158
190,24,XGB,0.7631578947368421
190,25,LOGIS,0.794736842105263
190,25,SVM,0.7894736842105263
190,25,KNN,0.763157894736842
190,25,RF,0.7684210526315789
190,25,XGB,0.7736842105263158
190,26,LOGIS,0.8473684210526315
190,26,SVM,0.7578947368421053
190,26,KNN,0.7210526315789474
190,26,RF,0.7421052631578947
190,26,XGB,0.7368421052631579
190,27,LOGIS,0.8421052631578947
190,27,SVM,0.7894736842105263
190,27,KNN,0.7578947368421053
190,27,RF,0.7842105263157895
190,27,XGB,0.7421052631578947
190,28,LOGIS,0.8315789473684211
190,28,SVM,0.7947368421052632
190,28,KNN,0.8052631578947368
190,28,RF,0.8052631578947368
190,28,XGB,0.8105263157894737
190,29,LOGIS,0.8368421052631578
190,29,SVM,0.7894736842105263
190,29,KNN,0.7894736842105263
190,29,RF,0.7894736842105263
190,29,XGB,0.7526315789473684
200,0,LOGIS,0.905
200,0,SVM,0.805
200,0,KNN,0.8
200,0,RF,0.8149999999999998
200,0,XGB,0.8
200,1,LOGIS,0.775
200,1,SVM,0.765
200,1,KNN,0.735
200,1,RF,0.745
200,1,XGB,0.7350000000000001
200,2,LOGIS,0.79
200,2,SVM,0.825
200,2,KNN,0.805
200,2,RF,0.7849999999999999
200,2,XGB,0.8099999999999999
200,3,LOGIS,0.8949999999999999
200,3,SVM,0.775
200,3,KNN,0.75
200,3,RF,0.765
200,3,XGB,0.7700000000000001
200,4,LOGIS,0.7999999999999999
200,4,SVM,0.765
200,4,KNN,0.75
200,4,RF,0.775
200,4,XGB,0.76
200,5,LOGIS,0.845
200,5,SVM,0.75
200,5,KNN,0.7299999999999999
200,5,RF,0.76
200,5,XGB,0.76
200,6,LOGIS,0.8400000000000001
200,6,SVM,0.835
200,6,KNN,0.8150000000000001
200,6,RF,0.82
200,6,XGB,0.8200000000000001
200,7,LOGIS,0.86
200,7,SVM,0.8150000000000001
200,7,KNN,0.7300000000000001
200,7,RF,0.79
200,7,XGB,0.775
200,8,LOGIS,0.85
