total_size,draw,method,f1_score,accuracy,auc
26,20,LOGIS,0.7166666666666666,0.7200000000000001,0.7
26,20,SVM,0.4678571428571428,0.58,0.4222222222222222
26,20,KNN,0.47071428571428575,0.5266666666666666,0.5333333333333333
26,20,RF,0.5404761904761904,0.5733333333333334,0.5555555555555556
26,20,XGB,0.5166666666666666,0.5466666666666666,0.47777777777777775
26,21,LOGIS,0.4904761904761904,0.5,0.6
26,21,SVM,0.4154761904761905,0.5066666666666666,0.4
26,21,KNN,0.3559523809523809,0.4666666666666667,0.4444444444444445
26,21,RF,0.3435714285714285,0.45999999999999996,0.3666666666666667
26,21,XGB,0.3038095238095238,0.3466666666666667,0.33333333333333337
26,22,LOGIS,0.39714285714285713,0.42000000000000004,0.47777777777777775
26,22,SVM,0.2954761904761905,0.3866666666666666,0.36666666666666664
26,22,KNN,0.33095238095238094,0.5,0.55
26,22,RF,0.5595238095238095,0.5800000000000001,0.5166666666666666
26,22,XGB,0.5261904761904762,0.54,0.5666666666666667
26,23,LOGIS,0.7223809523809523,0.7466666666666667,0.8
26,23,SVM,0.6480952380952381,0.7000000000000001,0.12222222222222223
26,23,KNN,0.7147619047619047,0.7333333333333333,0.7666666666666666
26,23,RF,0.7866666666666667,0.82,0.9111111111111111
26,23,XGB,0.5833333333333333,0.5866666666666667,0.6222222222222222
26,24,LOGIS,0.30666666666666664,0.30666666666666664,0.1888888888888889
26,24,SVM,0.275,0.39333333333333326,0.611111111111111
26,24,KNN,0.4371428571428571,0.4666666666666667,0.49444444444444446
26,24,RF,0.2740476190476191,0.3533333333333333,0.31666666666666676
26,24,XGB,0.5452380952380953,0.5533333333333333,0.5666666666666667
26,25,LOGIS,0.4966666666666666,0.5066666666666667,0.5222222222222223
26,25,SVM,0.4261904761904762,0.5,0.5777777777777777
26,25,KNN,0.4185714285714285,0.4333333333333334,0.4111111111111111
26,25,RF,0.48,0.5066666666666667,0.4333333333333333
26,25,XGB,0.4133333333333333,0.42666666666666664,0.3111111111111111
26,26,LOGIS,0.5742857142857142,0.5933333333333334,0.5333333333333333
26,26,SVM,0.41547619047619044,0.5066666666666666,0.3111111111111111
26,26,KNN,0.4371428571428571,0.4666666666666667,0.48888888888888893
26,26,RF,0.5523809523809524,0.5866666666666667,0.6222222222222222
26,26,XGB,0.5338095238095237,0.54,0.6444444444444445
26,27,LOGIS,0.3704761904761905,0.38,0.47777777777777786
26,27,SVM,0.4083333333333333,0.5399999999999999,0.5888888888888889
26,27,KNN,0.6071428571428571,0.62,0.6055555555555555
26,27,RF,0.5361904761904761,0.5666666666666667,0.4333333333333334
26,27,XGB,0.4121428571428572,0.4533333333333333,0.47777777777777775
26,28,LOGIS,0.4671428571428571,0.49333333333333335,0.3555555555555556
26,28,SVM,0.31309523809523804,0.45999999999999996,0.7555555555555556
26,28,KNN,0.3376190476190476,0.37999999999999995,0.3055555555555556
26,28,RF,0.32380952380952377,0.4133333333333334,0.34444444444444444
26,28,XGB,0.7266666666666666,0.7333333333333334,0.7444444444444444
26,29,LOGIS,0.4833333333333333,0.49333333333333335,0.5777777777777777
26,29,SVM,0.5202380952380953,0.5733333333333334,0.13333333333333333
26,29,KNN,0.7380952380952381,0.76,0.6833333333333333
26,29,RF,0.5123809523809524,0.5266666666666666,0.5166666666666667
26,29,XGB,0.4066666666666666,0.42666666666666664,0.31111111111111117
28,0,LOGIS,0.53,0.5333333333333333,0.6
28,0,SVM,0.31333333333333335,0.42000000000000004,0.31111111111111117
28,0,KNN,0.552142857142857,0.5666666666666667,0.5888888888888889
28,0,RF,0.46238095238095245,0.4866666666666667,0.5111111111111111
28,0,XGB,0.505,0.52,0.5888888888888889
28,1,LOGIS,0.5928571428571429,0.6,0.5000000000000001
28,1,SVM,0.4966666666666667,0.5333333333333333,0.48888888888888904
28,1,KNN,0.40523809523809523,0.44666666666666666,0.5277777777777779
28,1,RF,0.5954761904761904,0.6066666666666667,0.6000000000000002
28,1,XGB,0.6173809523809524,0.6333333333333334,0.6055555555555556
28,2,LOGIS,0.5990476190476188,0.6066666666666667,0.7222222222222223
28,2,SVM,0.5804761904761904,0.6066666666666667,0.5333333333333334
28,2,KNN,0.6211904761904762,0.64,0.6555555555555557
28,2,RF,0.653095238095238,0.6666666666666667,0.6888888888888889
28,2,XGB,0.3485714285714286,0.38,0.2888888888888889
28,3,LOGIS,0.6619047619047619,0.6733333333333335,0.7000000000000001
28,3,SVM,0.6976190476190476,0.7133333333333335,0.5111111111111112
28,3,KNN,0.6833333333333332,0.7066666666666667,0.8333333333333334
28,3,RF,0.5304761904761903,0.54,0.6388888888888891
28,3,XGB,0.5104761904761904,0.5133333333333333,0.5111111111111112
28,4,LOGIS,0.5738095238095238,0.5800000000000001,0.611111111111111
28,4,SVM,0.46619047619047616,0.5133333333333333,0.4666666666666666
28,4,KNN,0.5261904761904762,0.5533333333333333,0.49444444444444446
28,4,RF,0.4383333333333333,0.4666666666666667,0.4833333333333334
28,4,XGB,0.4471428571428572,0.47333333333333333,0.5777777777777778
28,5,LOGIS,0.4938095238095238,0.5,0.47777777777777786
28,5,SVM,0.42738095238095236,0.58,0.5444444444444445
28,5,KNN,0.6569047619047619,0.68,0.6666666666666667
28,5,RF,0.5888095238095238,0.6066666666666667,0.5777777777777778
28,5,XGB,0.6295238095238094,0.64,0.6333333333333334
28,6,LOGIS,0.5661904761904761,0.58,0.5111111111111112
28,6,SVM,0.43571428571428567,0.5133333333333333,0.3666666666666667
28,6,KNN,0.49404761904761896,0.5466666666666666,0.40555555555555556
28,6,RF,0.36190476190476184,0.4066666666666666,0.4333333333333334
28,6,XGB,0.38904761904761903,0.4,0.4222222222222222
28,7,LOGIS,0.819047619047619,0.82,0.8666666666666668
28,7,SVM,0.8157142857142856,0.8333333333333333,0.6
28,7,KNN,0.7673809523809523,0.78,0.7944444444444445
28,7,RF,0.7478571428571428,0.76,0.8444444444444444
28,7,XGB,0.7045238095238094,0.72,0.7333333333333334
28,8,LOGIS,0.6061904761904762,0.6133333333333333,0.6777777777777778
28,8,SVM,0.6971428571428572,0.7333333333333333,0.5333333333333334
28,8,KNN,0.4309523809523809,0.5133333333333333,0.6444444444444445
28,8,RF,0.7257142857142856,0.7266666666666668,0.7333333333333334
28,8,XGB,0.5071428571428571,0.5133333333333333,0.5555555555555556
28,9,LOGIS,0.5376190476190477,0.5466666666666666,0.5777777777777777
28,9,SVM,0.4333333333333333,0.54,0.3111111111111111
28,9,KNN,0.5488095238095239,0.5800000000000001,0.5666666666666667
28,9,RF,0.43285714285714294,0.4666666666666667,0.4444444444444445
28,9,XGB,0.5095238095238095,0.52,0.5777777777777778
28,10,LOGIS,0.3057142857142857,0.32,0.2777777777777778
28,10,SVM,0.3571428571428571,0.4666666666666666,0.588888888888889
28,10,KNN,0.40547619047619043,0.47333333333333333,0.4666666666666667
28,10,RF,0.5028571428571429,0.5133333333333333,0.4666666666666667
28,10,XGB,0.5904761904761904,0.5933333333333333,0.44444444444444436
28,11,LOGIS,0.6638095238095237,0.6733333333333333,0.6555555555555556
28,11,SVM,0.4321428571428571,0.5,0.2777777777777778
28,11,KNN,0.4654761904761905,0.5,0.4611111111111111
28,11,RF,0.4309523809523809,0.4933333333333333,0.6222222222222223
28,11,XGB,0.38095238095238093,0.42666666666666664,0.41111111111111115
28,12,LOGIS,0.5073809523809524,0.5266666666666666,0.5000000000000001
28,12,SVM,0.5199999999999999,0.6,0.4333333333333334
28,12,KNN,0.5466666666666666,0.5466666666666666,0.5888888888888888
28,12,RF,0.5526190476190476,0.5733333333333334,0.5944444444444444
28,12,XGB,0.5266666666666666,0.5333333333333334,0.4444444444444445
28,13,LOGIS,0.6316666666666666,0.6399999999999999,0.7
28,13,SVM,0.47928571428571426,0.5666666666666667,0.3
28,13,KNN,0.5623809523809523,0.6,0.6055555555555556
28,13,RF,0.5071428571428571,0.5266666666666666,0.4833333333333334
28,13,XGB,0.5980952380952381,0.6066666666666667,0.5444444444444445
28,14,LOGIS,0.5138095238095237,0.5266666666666666,0.5555555555555556
28,14,SVM,0.5311904761904762,0.6,0.4111111111111111
28,14,KNN,0.4933333333333333,0.4933333333333333,0.5
28,14,RF,0.6449999999999999,0.6799999999999999,0.6888888888888889
28,14,XGB,0.7323809523809524,0.74,0.7666666666666667
28,15,LOGIS,0.5247619047619047,0.54,0.5777777777777777
28,15,SVM,0.5161904761904761,0.6133333333333334,0.5666666666666667
28,15,KNN,0.5304761904761903,0.54,0.6444444444444445
28,15,RF,0.6323809523809524,0.6533333333333333,0.7222222222222223
28,15,XGB,0.6652380952380952,0.6933333333333334,0.6888888888888889
28,16,LOGIS,0.658095238095238,0.6666666666666667,0.7666666666666667
28,16,SVM,0.5073809523809524,0.56,0.31111111111111117
28,16,KNN,0.5404761904761904,0.5666666666666667,0.6500000000000001
28,16,RF,0.5811904761904761,0.6,0.6888888888888889
28,16,XGB,0.33428571428571424,0.39333333333333326,0.5111111111111112
28,17,LOGIS,0.5928571428571427,0.6,0.7333333333333334
28,17,SVM,0.5295238095238095,0.5733333333333334,0.24444444444444446
28,17,KNN,0.505,0.5333333333333333,0.5555555555555556
28,17,RF,0.5845238095238094,0.6,0.6333333333333334
28,17,XGB,0.6166666666666666,0.64,0.6888888888888889
28,18,LOGIS,0.42714285714285705,0.4333333333333333,0.4333333333333333
28,18,SVM,0.43999999999999995,0.54,0.611111111111111
28,18,KNN,0.47714285714285715,0.5,0.4166666666666667
28,18,RF,0.4471428571428572,0.47333333333333333,0.43888888888888894
28,18,XGB,0.5714285714285714,0.58,0.5333333333333334
28,19,LOGIS,0.5738095238095238,0.58,0.48888888888888893
28,19,SVM,0.4154761904761905,0.5,0.6
28,19,KNN,0.31666666666666665,0.32,0.32222222222222224
28,19,RF,0.39380952380952383,0.4333333333333333,0.48888888888888893
28,19,XGB,0.4309523809523809,0.44666666666666666,0.48888888888888893
28,20,LOGIS,0.5157142857142857,0.5266666666666666,0.5
28,20,SVM,0.4916666666666666,0.5733333333333334,0.3
28,20,KNN,0.700952380952381,0.72,0.7055555555555555
28,20,RF,0.598095238095238,0.6066666666666667,0.5333333333333334
28,20,XGB,0.43238095238095237,0.47333333333333333,0.45555555555555555
28,21,LOGIS,0.6404761904761903,0.6466666666666667,0.611111111111111
28,21,SVM,0.6238095238095237,0.6466666666666667,0.5222222222222224
28,21,KNN,0.5433333333333333,0.5466666666666666,0.6444444444444445
28,21,RF,0.6083333333333333,0.6533333333333333,0.7555555555555555
28,21,XGB,0.5654761904761904,0.6,0.5888888888888889
28,22,LOGIS,0.6295238095238094,0.64,0.6222222222222222
28,22,SVM,0.5221428571428571,0.5733333333333334,0.3333333333333333
28,22,KNN,0.5909523809523809,0.6,0.6222222222222222
28,22,RF,0.5095238095238095,0.5333333333333333,0.6111111111111112
28,22,XGB,0.5323809523809523,0.54,0.6555555555555556
28,23,LOGIS,0.552142857142857,0.5666666666666667,0.7111111111111111
28,23,SVM,0.4511904761904762,0.5399999999999999,0.3555555555555556
28,23,KNN,0.5819047619047618,0.6133333333333334,0.6333333333333334
28,23,RF,0.629047619047619,0.6466666666666667,0.6222222222222223
28,23,XGB,0.6957142857142857,0.7,0.7333333333333334
28,24,LOGIS,0.5371428571428571,0.54,0.6444444444444445
28,24,SVM,0.608095238095238,0.62,0.45555555555555555
28,24,KNN,0.5609523809523809,0.5866666666666667,0.6166666666666667
28,24,RF,0.6728571428571428,0.6933333333333334,0.7222222222222223
28,24,XGB,0.5183333333333333,0.5466666666666666,0.6
28,25,LOGIS,0.7516666666666666,0.76,0.8666666666666668
28,25,SVM,0.7097619047619047,0.76,0.8222222222222222
28,25,KNN,0.8564285714285713,0.8666666666666668,0.8444444444444444
28,25,RF,0.8157142857142856,0.8333333333333333,0.888888888888889
28,25,XGB,0.8628571428571428,0.8666666666666668,0.9222222222222222
28,26,LOGIS,0.4333333333333333,0.44000000000000006,0.5666666666666667
28,26,SVM,0.47404761904761905,0.5399999999999999,0.42222222222222233
28,26,KNN,0.4083333333333333,0.4600000000000001,0.4444444444444445
28,26,RF,0.608095238095238,0.62,0.6222222222222222
28,26,XGB,0.4404761904761904,0.48,0.4444444444444445
28,27,LOGIS,0.43238095238095237,0.45999999999999996,0.3555555555555556
28,27,SVM,0.3357142857142857,0.4333333333333333,0.6333333333333334
28,27,KNN,0.445952380952381,0.5,0.5055555555555556
28,27,RF,0.33214285714285713,0.36,0.2666666666666667
28,27,XGB,0.3119047619047619,0.3266666666666666,0.3222222222222223
28,28,LOGIS,0.4933333333333333,0.4933333333333333,0.6222222222222222
28,28,SVM,0.48571428571428565,0.6133333333333334,0.37777777777777777
28,28,KNN,0.5054761904761904,0.54,0.5555555555555556
28,28,RF,0.46880952380952384,0.5,0.5222222222222224
28,28,XGB,0.559047619047619,0.5666666666666668,0.7333333333333334
28,29,LOGIS,0.4709523809523809,0.5,0.35555555555555557
28,29,SVM,0.4161904761904761,0.5,0.5
28,29,KNN,0.5452380952380953,0.5533333333333335,0.5222222222222224
28,29,RF,0.5333333333333333,0.5599999999999999,0.5
28,29,XGB,0.5966666666666666,0.6333333333333333,0.5888888888888889
30,0,LOGIS,0.49333333333333335,0.5000000000000001,0.4638888888888889
30,0,SVM,0.5388888888888889,0.6,0.5388888888888889
30,0,KNN,0.4461904761904762,0.4666666666666667,0.41944444444444445
30,0,RF,0.29238095238095235,0.3333333333333333,0.44861111111111107
30,0,XGB,0.39428571428571424,0.39999999999999997,0.37222222222222223
30,1,LOGIS,0.28761904761904755,0.3,0.3388888888888889
30,1,SVM,0.2833333333333333,0.36666666666666664,0.3666666666666667
30,1,KNN,0.4526190476190476,0.4666666666666666,0.4666666666666667
30,1,RF,0.49428571428571433,0.5333333333333333,0.4666666666666666
30,1,XGB,0.5580952380952381,0.5666666666666667,0.5222222222222224
30,2,LOGIS,0.7314285714285713,0.7333333333333333,0.775
30,2,SVM,0.5166666666666666,0.5999999999999999,0.5083333333333334
30,2,KNN,0.6379365079365079,0.7,0.7513888888888889
30,2,RF,0.5821428571428571,0.6,0.8222222222222222
30,2,XGB,0.6952380952380952,0.7,0.5916666666666667
30,3,LOGIS,0.6183333333333334,0.6333333333333333,0.6583333333333334
30,3,SVM,0.5888888888888888,0.6333333333333333,0.34444444444444444
30,3,KNN,0.5192857142857144,0.5666666666666667,0.6444444444444445
30,3,RF,0.6157142857142857,0.6666666666666666,0.6833333333333333
30,3,XGB,0.5192857142857142,0.5333333333333333,0.6305555555555555
30,4,LOGIS,0.6628571428571428,0.6666666666666666,0.725
30,4,SVM,0.6545238095238095,0.6666666666666666,0.27222222222222225
30,4,KNN,0.45,0.4666666666666666,0.5638888888888889
30,4,RF,0.660952380952381,0.6666666666666667,0.8
30,4,XGB,0.5923809523809525,0.6000000000000001,0.6222222222222223
30,5,LOGIS,0.6285714285714286,0.6333333333333333,0.7083333333333334
30,5,SVM,0.5221428571428571,0.5666666666666667,0.36388888888888893
30,5,KNN,0.5599999999999999,0.5666666666666667,0.6222222222222222
30,5,RF,0.4830952380952381,0.5,0.5444444444444445
30,5,XGB,0.4247619047619048,0.4333333333333333,0.5277777777777778
30,6,LOGIS,0.42857142857142855,0.4333333333333333,0.4527777777777778
30,6,SVM,0.42023809523809524,0.4666666666666666,0.5222222222222223
30,6,KNN,0.29238095238095235,0.3333333333333333,0.36111111111111116
30,6,RF,0.5554761904761905,0.5666666666666667,0.5819444444444445
30,6,XGB,0.48571428571428565,0.5,0.5
30,7,LOGIS,0.5580952380952381,0.5666666666666667,0.6361111111111112
30,7,SVM,0.5166666666666667,0.5666666666666667,0.45833333333333337
30,7,KNN,0.5323809523809524,0.6,0.6430555555555556
30,7,RF,0.6119047619047618,0.6333333333333334,0.6611111111111112
30,7,XGB,0.5923809523809525,0.6,0.6138888888888889
30,8,LOGIS,0.4990476190476191,0.5000000000000001,0.4555555555555556
30,8,SVM,0.36666666666666664,0.4666666666666666,0.538888888888889
30,8,KNN,0.3161904761904762,0.3333333333333333,0.43888888888888894
30,8,RF,0.40547619047619043,0.4666666666666666,0.5236111111111111
30,8,XGB,0.4359523809523809,0.4666666666666666,0.4638888888888889
30,9,LOGIS,0.7961904761904762,0.8,0.9277777777777778
30,9,SVM,0.747142857142857,0.7666666666666667,0.9277777777777778
30,9,KNN,0.7638095238095237,0.7666666666666667,0.861111111111111
30,9,RF,0.7192857142857143,0.7333333333333334,0.9125
30,9,XGB,0.9333333333333332,0.9333333333333332,0.95
30,10,LOGIS,0.7295238095238095,0.7333333333333333,0.8666666666666666
30,10,SVM,0.6202380952380953,0.6666666666666667,0.5083333333333333
30,10,KNN,0.7128571428571429,0.7333333333333333,0.7472222222222222
30,10,RF,0.6378571428571428,0.6666666666666666,0.836111111111111
30,10,XGB,0.5878571428571429,0.6,0.7833333333333333
30,11,LOGIS,0.5599999999999999,0.5666666666666667,0.6361111111111112
30,11,SVM,0.4830952380952381,0.5333333333333333,0.4583333333333333
30,11,KNN,0.4628571428571429,0.5333333333333333,0.4763888888888889
30,11,RF,0.5257142857142856,0.5333333333333333,0.5916666666666666
30,11,XGB,0.6952380952380952,0.7,0.7027777777777777
30,12,LOGIS,0.6183333333333334,0.6333333333333333,0.5694444444444444
30,12,SVM,0.2952380952380952,0.4,0.7222222222222221
30,12,KNN,0.3238095238095238,0.3333333333333333,0.3041666666666667
30,12,RF,0.4257142857142857,0.4666666666666666,0.3763888888888889
30,12,XGB,0.5147619047619048,0.5333333333333333,0.5638888888888889
30,13,LOGIS,0.6323809523809524,0.6333333333333333,0.6444444444444445
30,13,SVM,0.4526190476190476,0.5333333333333333,0.49444444444444446
30,13,KNN,0.4609523809523809,0.4666666666666666,0.5416666666666667
30,13,RF,0.5433333333333333,0.5666666666666667,0.5277777777777778
30,13,XGB,0.309047619047619,0.3333333333333333,0.3666666666666667
30,14,LOGIS,0.3942857142857143,0.4,0.45277777777777783
30,14,SVM,0.32857142857142857,0.4,0.5444444444444445
30,14,KNN,0.344047619047619,0.3666666666666667,0.32500000000000007
30,14,RF,0.4385714285714285,0.4666666666666666,0.41111111111111115
30,14,XGB,0.4228571428571429,0.4333333333333333,0.39166666666666666
30,15,LOGIS,0.4552380952380952,0.4666666666666667,0.3944444444444445
30,15,SVM,0.3416666666666667,0.4333333333333333,0.6083333333333334
30,15,KNN,0.39428571428571424,0.4333333333333333,0.3902777777777778
30,15,RF,0.36738095238095236,0.4,0.3680555555555556
30,15,XGB,0.2876190476190476,0.3,0.27222222222222225
30,16,LOGIS,0.49142857142857144,0.5,0.4111111111111111
30,16,SVM,0.3395238095238095,0.4,0.5194444444444446
30,16,KNN,0.38666666666666666,0.4,0.4333333333333334
30,16,RF,0.44238095238095243,0.4666666666666667,0.55
30,16,XGB,0.7961904761904761,0.8,0.8194444444444444
30,17,LOGIS,0.49714285714285716,0.5,0.5194444444444445
30,17,SVM,0.5285714285714286,0.5666666666666667,0.2416666666666667
30,17,KNN,0.5497619047619048,0.5666666666666667,0.523611111111111
30,17,RF,0.52,0.5333333333333333,0.5555555555555556
30,17,XGB,0.5497619047619048,0.5666666666666667,0.6805555555555556
30,18,LOGIS,0.4228571428571429,0.4333333333333333,0.4722222222222222
30,18,SVM,0.42214285714285704,0.5333333333333333,0.34444444444444444
30,18,KNN,0.5109523809523809,0.5333333333333333,0.5527777777777778
30,18,RF,0.5026190476190476,0.5333333333333333,0.5763888888888888
30,18,XGB,0.5904761904761905,0.6,0.7027777777777777
30,19,LOGIS,0.6990476190476189,0.7,0.7444444444444445
30,19,SVM,0.6628571428571428,0.6666666666666666,0.7444444444444445
30,19,KNN,0.7230952380952381,0.7333333333333333,0.725
30,19,RF,0.6266666666666667,0.6333333333333333,0.7222222222222222
30,19,XGB,0.7535714285714284,0.7666666666666667,0.7916666666666667
30,20,LOGIS,0.5904761904761905,0.6,0.7
30,20,SVM,0.3583333333333333,0.4666666666666666,0.34444444444444444
30,20,KNN,0.4385714285714285,0.4666666666666667,0.5222222222222223
30,20,RF,0.4359523809523809,0.5,0.6055555555555555
30,20,XGB,0.4552380952380952,0.5,0.4083333333333333
30,21,LOGIS,0.6304761904761904,0.6333333333333333,0.7472222222222221
30,21,SVM,0.5349999999999999,0.5666666666666667,0.45
30,21,KNN,0.5859523809523809,0.5999999999999999,0.6430555555555555
30,21,RF,0.48119047619047617,0.5,0.6361111111111113
30,21,XGB,0.5757142857142857,0.6000000000000001,0.6166666666666668
30,22,LOGIS,0.5276190476190475,0.5333333333333333,0.5555555555555556
30,22,SVM,0.39999999999999997,0.5333333333333333,0.4722222222222222
30,22,KNN,0.44238095238095243,0.4666666666666666,0.513888888888889
30,22,RF,0.3866666666666666,0.4,0.46944444444444444
30,22,XGB,0.4914285714285714,0.5,0.3888888888888889
30,23,LOGIS,0.5961904761904762,0.6,0.6888888888888889
30,23,SVM,0.4228571428571429,0.4333333333333334,0.4
30,23,KNN,0.5961904761904762,0.6,0.6166666666666666
30,23,RF,0.4228571428571429,0.4333333333333333,0.47777777777777786
30,23,XGB,0.3904761904761904,0.4,0.4722222222222222
30,24,LOGIS,0.6240476190476191,0.6333333333333333,0.6583333333333334
30,24,SVM,0.5795238095238096,0.6,0.4555555555555556
30,24,KNN,0.6571428571428571,0.6666666666666667,0.6861111111111111
30,24,RF,0.6971428571428572,0.7,0.775
30,24,XGB,0.6971428571428572,0.7,0.7472222222222222
30,25,LOGIS,0.39428571428571424,0.39999999999999997,0.38888888888888895
30,25,SVM,0.37214285714285716,0.4333333333333333,0.525
30,25,KNN,0.4554761904761905,0.5,0.48611111111111116
30,25,RF,0.40809523809523807,0.4333333333333333,0.4083333333333334
30,25,XGB,0.7230952380952381,0.7333333333333333,0.7750000000000001
30,26,LOGIS,0.4247619047619048,0.4333333333333333,0.4333333333333334
30,26,SVM,0.24714285714285716,0.29999999999999993,0.4111111111111111
30,26,KNN,0.2757142857142857,0.3333333333333333,0.37777777777777777
30,26,RF,0.48571428571428577,0.5,0.525
30,26,XGB,0.4247619047619048,0.4333333333333334,0.43888888888888894
30,27,LOGIS,0.7295238095238095,0.7333333333333333,0.861111111111111
30,27,SVM,0.7192857142857143,0.7333333333333334,0.6833333333333333
30,27,KNN,0.6285714285714286,0.6333333333333333,0.6625
30,27,RF,0.5878571428571429,0.6333333333333333,0.6611111111111111
30,27,XGB,0.6545238095238095,0.6666666666666666,0.611111111111111
30,28,LOGIS,0.5885714285714286,0.6,0.6138888888888889
30,28,SVM,0.29999999999999993,0.4,0.663888888888889
30,28,KNN,0.445,0.4666666666666666,0.49444444444444446
30,28,RF,0.40809523809523807,0.4333333333333333,0.5638888888888889
30,28,XGB,0.36095238095238097,0.39999999999999997,0.3833333333333333
30,29,LOGIS,0.5135714285714286,0.5333333333333333,0.5027777777777778
30,29,SVM,0.36380952380952375,0.5,0.5472222222222223
30,29,KNN,0.48238095238095235,0.5333333333333333,0.45138888888888895
30,29,RF,0.3666666666666666,0.4,0.3375
30,29,XGB,0.4171428571428571,0.4333333333333333,0.3472222222222222
32,0,LOGIS,0.5803174603174603,0.5857142857142856,0.6277777777777779
32,0,SVM,0.6154761904761905,0.6523809523809524,0.5333333333333334
32,0,KNN,0.7073809523809522,0.719047619047619,0.6916666666666667
32,0,RF,0.7378571428571428,0.7428571428571429,0.7361111111111112
32,0,XGB,0.6833333333333332,0.6857142857142857,0.6722222222222222
32,1,LOGIS,0.5473809523809523,0.5571428571428572,0.6777777777777778
32,1,SVM,0.45095238095238094,0.5285714285714286,0.4166666666666667
32,1,KNN,0.5371428571428571,0.5666666666666667,0.5527777777777778
32,1,RF,0.4638095238095238,0.5,0.5
32,1,XGB,0.6211904761904762,0.6285714285714286,0.6222222222222221
32,2,LOGIS,0.32404761904761903,0.34285714285714286,0.3777777777777778
32,2,SVM,0.41500000000000004,0.49523809523809526,0.5722222222222223
32,2,KNN,0.5024603174603175,0.5476190476190477,0.41666666666666663
32,2,RF,0.3395238095238095,0.37142857142857144,0.4166666666666667
32,2,XGB,0.5976190476190476,0.6,0.5944444444444444
32,3,LOGIS,0.4257142857142857,0.43809523809523804,0.5333333333333333
32,3,SVM,0.45095238095238094,0.5285714285714286,0.6055555555555555
32,3,KNN,0.40547619047619043,0.41428571428571426,0.40555555555555556
32,3,RF,0.42714285714285716,0.4619047619047619,0.5027777777777778
32,3,XGB,0.5526190476190476,0.5619047619047619,0.638888888888889
32,4,LOGIS,0.4585714285714285,0.4666666666666667,0.4166666666666667
32,4,SVM,0.5538095238095238,0.5666666666666667,0.42777777777777776
32,4,KNN,0.3887301587301587,0.4095238095238095,0.5027777777777779
32,4,RF,0.5628571428571428,0.5714285714285714,0.47777777777777775
32,4,XGB,0.5,0.5047619047619047,0.5166666666666667
32,5,LOGIS,0.5045238095238095,0.5142857142857142,0.4444444444444445
32,5,SVM,0.5614285714285714,0.5666666666666667,0.36111111111111116
32,5,KNN,0.40809523809523807,0.43809523809523815,0.5083333333333334
32,5,RF,0.523968253968254,0.5428571428571428,0.5861111111111112
32,5,XGB,0.6066666666666667,0.6333333333333333,0.638888888888889
32,6,LOGIS,0.6407142857142857,0.661904761904762,0.7277777777777776
32,6,SVM,0.45499999999999996,0.5285714285714286,0.33333333333333337
32,6,KNN,0.5815079365079365,0.5952380952380951,0.5833333333333333
32,6,RF,0.6083333333333333,0.6285714285714286,0.5777777777777777
32,6,XGB,0.4280952380952381,0.4333333333333333,0.3611111111111111
32,7,LOGIS,0.4554761904761905,0.47142857142857136,0.5666666666666667
32,7,SVM,0.44071428571428567,0.4666666666666667,0.3
32,7,KNN,0.5202380952380952,0.5285714285714286,0.6361111111111111
32,7,RF,0.4961904761904762,0.5047619047619047,0.5222222222222223
32,7,XGB,0.6711904761904762,0.6761904761904762,0.6111111111111112
32,8,LOGIS,0.6164285714285713,0.6285714285714286,0.65
32,8,SVM,0.5745238095238095,0.619047619047619,0.525
32,8,KNN,0.5053968253968254,0.5333333333333333,0.65
32,8,RF,0.6964285714285714,0.7142857142857142,0.7555555555555555
32,8,XGB,0.7371428571428571,0.7476190476190475,0.65
32,9,LOGIS,0.7416666666666666,0.7476190476190476,0.861111111111111
32,9,SVM,0.6018831168831168,0.6952380952380952,0.5833333333333333
32,9,KNN,0.6773809523809524,0.6952380952380952,0.7138888888888889
32,9,RF,0.7079365079365079,0.7190476190476189,0.8444444444444447
32,9,XGB,0.4347619047619048,0.4619047619047619,0.5611111111111111
32,10,LOGIS,0.49142857142857144,0.5047619047619047,0.5
32,10,SVM,0.3871428571428571,0.4333333333333333,0.47777777777777775
32,10,KNN,0.4257142857142857,0.4666666666666666,0.45555555555555555
32,10,RF,0.5397619047619048,0.5571428571428572,0.4527777777777778
32,10,XGB,0.34285714285714286,0.36666666666666664,0.36666666666666664
32,11,LOGIS,0.7365079365079363,0.7428571428571429,0.7444444444444445
32,11,SVM,0.6531746031746032,0.6761904761904762,0.5666666666666667
32,11,KNN,0.7638095238095237,0.7761904761904762,0.7944444444444445
32,11,RF,0.6317460317460316,0.6428571428571429,0.7138888888888888
32,11,XGB,0.5804761904761904,0.5857142857142856,0.6055555555555555
32,12,LOGIS,0.4990476190476191,0.5047619047619047,0.5111111111111112
32,12,SVM,0.44912698412698415,0.5238095238095237,0.6222222222222223
32,12,KNN,0.44523809523809527,0.5,0.375
32,12,RF,0.4282034632034632,0.4904761904761905,0.3666666666666667
32,12,XGB,0.47753968253968243,0.5,0.5111111111111112
32,13,LOGIS,0.6216666666666667,0.6238095238095238,0.6777777777777777
32,13,SVM,0.41999999999999993,0.5238095238095238,0.22777777777777777
32,13,KNN,0.5104761904761905,0.5285714285714286,0.5638888888888889
32,13,RF,0.7188095238095238,0.7238095238095238,0.7000000000000001
32,13,XGB,0.5974603174603175,0.6047619047619047,0.5722222222222223
