total_size,draw,method,f1_score
49,17,SVM,0.8703102453102453
49,17,KNN,0.7009157509157509
49,17,RF,0.8321972471972472
49,17,XGB,0.7127344877344878
49,18,LOGIS,0.8391919191919192
49,18,SVM,0.8189898989898989
49,18,KNN,0.5804945054945054
49,18,RF,0.7550505050505051
49,18,XGB,0.715050505050505
49,19,LOGIS,0.8338383838383837
49,19,SVM,0.8345959595959596
49,19,KNN,0.6957292707292708
49,19,RF,0.6621212121212121
49,19,XGB,0.7116666666666667
49,20,LOGIS,0.8395959595959596
49,20,SVM,0.8762626262626263
49,20,KNN,0.7581135531135531
49,20,RF,0.7431318681318683
49,20,XGB,0.6857831057831058
49,21,LOGIS,0.8714396714396713
49,21,SVM,0.8531313131313132
49,21,KNN,0.7867316017316017
49,21,RF,0.6972693972693972
49,21,XGB,0.642045732045732
49,22,LOGIS,0.8391919191919192
49,22,SVM,0.8791919191919192
49,22,KNN,0.722044622044622
49,22,RF,0.7897546897546898
49,22,XGB,0.6756132756132756
49,23,LOGIS,0.8981313131313131
49,23,SVM,0.8981313131313131
49,23,KNN,0.8477272727272727
49,23,RF,0.7654872904872905
49,23,XGB,0.612963702963703
49,24,LOGIS,0.8378199578199578
49,24,SVM,0.8366078366078366
49,24,KNN,0.7274725274725273
49,24,RF,0.665064935064935
49,24,XGB,0.630050505050505
49,25,LOGIS,0.8089898989898989
49,25,SVM,0.7857492507492507
49,25,KNN,0.758000333000333
49,25,RF,0.7246381396381396
49,25,XGB,0.7530219780219779
49,26,LOGIS,0.9595959595959596
49,26,SVM,0.9142413142413142
49,26,KNN,0.7840659340659341
49,26,RF,0.8743506493506492
49,26,XGB,0.6966849816849817
49,27,LOGIS,0.9157997557997556
49,27,SVM,0.9363553113553114
49,27,KNN,0.7350027750027751
49,27,RF,0.8073953823953826
49,27,XGB,0.8493939393939394
49,28,LOGIS,0.9575757575757574
49,28,SVM,0.9595959595959596
49,28,KNN,0.8456709956709956
49,28,RF,0.8997979797979798
49,28,XGB,0.7947546897546898
49,29,LOGIS,0.8280014430014428
49,29,SVM,0.8481313131313131
49,29,KNN,0.6555488955488957
49,29,RF,0.8266666666666668
49,29,XGB,0.7857492507492507
56,0,LOGIS,0.8172877122877124
56,0,SVM,0.7453146853146854
56,0,KNN,0.6699572649572649
56,0,RF,0.706190476190476
56,0,XGB,0.7929620379620381
56,1,LOGIS,0.81996891996892
56,1,SVM,0.8208313908313908
56,1,KNN,0.7635042735042734
56,1,RF,0.7669230769230768
56,1,XGB,0.712991452991453
56,2,LOGIS,0.8941802641802642
56,2,SVM,0.8938616938616939
56,2,KNN,0.7579476079476081
56,2,RF,0.8386946386946388
56,2,XGB,0.7702564102564102
56,3,LOGIS,0.8732012432012433
56,3,SVM,0.8732012432012433
56,3,KNN,0.6322644022644022
56,3,RF,0.6506277056277057
56,3,XGB,0.7271828171828172
56,4,LOGIS,0.8365922965922966
56,4,SVM,0.892987012987013
56,4,KNN,0.7739726939726939
56,4,RF,0.760018315018315
56,4,XGB,0.692968142968143
56,5,LOGIS,0.8536363636363637
56,5,SVM,0.8157492507492508
56,5,KNN,0.7776218226218226
56,5,RF,0.7765651015651016
56,5,XGB,0.618997668997669
56,6,LOGIS,0.782062382062382
56,6,SVM,0.7983638583638583
56,6,KNN,0.715891330891331
56,6,RF,0.7285775335775336
56,6,XGB,0.7466666666666667
56,7,LOGIS,0.875151515151515
56,7,SVM,0.8728982128982128
56,7,KNN,0.7963086913086913
56,7,RF,0.8375324675324676
56,7,XGB,0.7404761904761905
56,8,LOGIS,0.9105472305472306
56,8,SVM,0.8763170163170162
56,8,KNN,0.815908535908536
56,8,RF,0.7835275835275836
56,8,XGB,0.8205128205128206
56,9,LOGIS,0.8342918192918193
56,9,SVM,0.8158663558663559
56,9,KNN,0.6461172161172162
56,9,RF,0.6271312021312021
56,9,XGB,0.6913830613830615
56,10,LOGIS,0.8547741147741148
56,10,SVM,0.8888217338217339
56,10,KNN,0.767875457875458
56,10,RF,0.7147802197802198
56,10,XGB,0.6696037296037296
56,11,LOGIS,0.6763403263403263
56,11,SVM,0.711929181929182
56,11,KNN,0.6900000000000001
56,11,RF,0.7212332112332113
56,11,XGB,0.6925091575091576
56,12,LOGIS,0.8741991341991341
56,12,SVM,0.9093040293040292
56,12,KNN,0.7463048063048062
56,12,RF,0.7154945054945056
56,12,XGB,0.8
56,13,LOGIS,0.8721212121212121
56,13,SVM,0.8899844599844601
56,13,KNN,0.8713364413364413
56,13,RF,0.7805006105006106
56,13,XGB,0.7428205128205129
56,14,LOGIS,0.72993783993784
56,14,SVM,0.7823809523809524
56,14,KNN,0.6838489288489289
56,14,RF,0.6695604395604395
56,14,XGB,0.6080402930402931
56,15,LOGIS,0.6727888777888777
56,15,SVM,0.7395482295482296
56,15,KNN,0.6518065268065267
56,15,RF,0.6525563325563326
56,15,XGB,0.6119480519480519
56,16,LOGIS,0.9266666666666664
56,16,SVM,0.8899844599844601
56,16,KNN,0.7745238095238095
56,16,RF,0.7325974025974025
56,16,XGB,0.6737212787212787
56,17,LOGIS,0.8369108669108669
56,17,SVM,0.8566511266511266
56,17,KNN,0.7972644022644022
56,17,RF,0.7703740703740705
56,17,XGB,0.7788811188811188
56,18,LOGIS,0.8732167832167832
56,18,SVM,0.8732167832167832
56,18,KNN,0.8285958485958487
56,18,RF,0.781941391941392
56,18,XGB,0.8206060606060606
56,19,LOGIS,0.8705977355977355
56,19,SVM,0.8352913752913753
56,19,KNN,0.8350305250305251
56,19,RF,0.7985497835497837
56,19,XGB,0.7607570207570207
56,20,LOGIS,0.9084693084693086
56,20,SVM,0.9104895104895104
56,20,KNN,0.8097619047619048
56,20,RF,0.8217715617715617
56,20,XGB,0.759945054945055
56,21,LOGIS,0.8752442002442002
56,21,SVM,0.870958485958486
56,21,KNN,0.6955067155067155
56,21,RF,0.7553596403596404
56,21,XGB,0.8499139749139749
56,22,LOGIS,0.8753768453768453
56,22,SVM,0.8941802641802642
56,22,KNN,0.7402380952380953
56,22,RF,0.7808841158841158
56,22,XGB,0.7496736596736597
56,23,LOGIS,0.9102442002442002
56,23,SVM,0.928107448107448
56,23,KNN,0.7609584859584859
56,23,RF,0.7799378399378399
56,23,XGB,0.8187878787878787
56,24,LOGIS,0.8021056721056722
56,24,SVM,0.8001709401709401
56,24,KNN,0.6633821733821733
56,24,RF,0.7262004662004662
56,24,XGB,0.6935897435897436
56,25,LOGIS,0.9266511266511266
56,25,SVM,0.9468531468531468
56,25,KNN,0.8035897435897436
56,25,RF,0.8534731934731934
56,25,XGB,0.8358974358974359
56,26,LOGIS,0.7829870129870129
56,26,SVM,0.7613786213786213
56,26,KNN,0.6926190476190476
56,26,RF,0.6862393162393163
56,26,XGB,0.6732400932400934
56,27,LOGIS,0.8557142857142856
56,27,SVM,0.9102442002442002
56,27,KNN,0.7586113886113885
56,27,RF,0.7758841158841159
56,27,XGB,0.7678321678321678
56,28,LOGIS,0.908003108003108
56,28,SVM,0.8745299145299146
56,28,KNN,0.7416511266511266
56,28,RF,0.8184848484848486
56,28,XGB,0.837863247863248
56,29,LOGIS,0.7490442890442891
56,29,SVM,0.7663014763014764
56,29,KNN,0.7165551115551116
56,29,RF,0.7230919080919082
56,29,XGB,0.7684615384615384
63,0,LOGIS,0.8373901098901099
63,0,SVM,0.8863811188811189
63,0,KNN,0.7673701298701299
63,0,RF,0.7883302808302808
63,0,XGB,0.6805661005661007
63,1,LOGIS,0.7627838827838829
63,1,SVM,0.7395659895659895
63,1,KNN,0.7718478906714201
63,1,RF,0.8007142857142856
63,1,XGB,0.7288178488178488
63,2,LOGIS,0.7806526806526807
63,2,SVM,0.876923076923077
63,2,KNN,0.7458769008769008
63,2,RF,0.7309568209568209
63,2,XGB,0.7316483516483516
63,3,LOGIS,0.856067266067266
63,3,SVM,0.8886080586080587
63,3,KNN,0.7519483294483293
63,3,RF,0.8534007659007659
63,3,XGB,0.823573926073926
63,4,LOGIS,0.8712296037296037
63,4,SVM,0.9006734931734931
63,4,KNN,0.8329365079365079
63,4,RF,0.7367602005837299
63,4,XGB,0.6746769896769896
63,5,LOGIS,0.903900543900544
63,5,SVM,0.8549483849483849
63,5,KNN,0.7695254745254745
63,5,RF,0.7715271003506297
63,5,XGB,0.7526265401265402
63,6,LOGIS,0.8232201132201131
63,6,SVM,0.902221112221112
63,6,KNN,0.6517171717171717
63,6,RF,0.7861149961149961
63,6,XGB,0.6295571095571095
63,7,LOGIS,0.904199134199134
63,7,SVM,0.8890043290043289
63,7,KNN,0.8701431901431901
63,7,RF,0.855551948051948
63,7,XGB,0.8193506493506494
63,8,LOGIS,0.917109557109557
63,8,SVM,0.9507167832167832
63,8,KNN,0.7959757236227825
63,8,RF,0.8358982683982683
63,8,XGB,0.8390276390276391
63,9,LOGIS,0.8677855477855477
63,9,SVM,0.8683483183483183
63,9,KNN,0.7152455877455879
63,9,RF,0.7278354978354978
63,9,XGB,0.7561904761904762
63,10,LOGIS,0.811036741036741
63,10,SVM,0.7903704628704628
63,10,KNN,0.6361888790603961
63,10,RF,0.7218867407102701
63,10,XGB,0.7687989135047958
63,11,LOGIS,0.8517224442224443
63,11,SVM,0.8860081585081586
63,11,KNN,0.7412557050792344
63,11,RF,0.8358483183483184
63,11,XGB,0.7413519813519813
63,12,LOGIS,0.9033444333444332
63,12,SVM,0.9033444333444332
63,12,KNN,0.7201921470342523
63,12,RF,0.7729678654678653
63,12,XGB,0.775078255078255
63,13,LOGIS,0.9213120213120212
63,13,SVM,0.9527272727272728
63,13,KNN,0.8512407200642494
63,13,RF,0.8387687312687312
63,13,XGB,0.8093639693639693
63,14,LOGIS,0.8041558441558442
63,14,SVM,0.8354786879786881
63,14,KNN,0.7934054834054833
63,14,RF,0.7541980241980241
63,14,XGB,0.7725974025974026
63,15,LOGIS,0.967832167832168
63,15,SVM,0.9510800310800308
63,15,KNN,0.866201037524567
63,15,RF,0.7978030303030303
63,15,XGB,0.8558419358419359
63,16,LOGIS,0.937905427905428
63,16,SVM,0.9521153846153846
63,16,KNN,0.8701431901431901
63,16,RF,0.8200757575757576
63,16,XGB,0.7883225108225107
63,17,LOGIS,0.8856709956709956
63,17,SVM,0.8686546786546787
63,17,KNN,0.7377380952380952
63,17,RF,0.7216200466200466
63,17,XGB,0.7159265734265734
63,18,LOGIS,0.9657142857142856
63,18,SVM,0.94995670995671
63,18,KNN,0.8488852813852814
63,18,RF,0.8527747252747252
63,18,XGB,0.8223376623376624
63,19,LOGIS,0.8245099345099345
63,19,SVM,0.8701431901431901
63,19,KNN,0.8504739704739706
63,19,RF,0.7735464535464536
63,19,XGB,0.7564435564435563
63,20,LOGIS,0.8407792207792207
63,20,SVM,0.8903596403596403
63,20,KNN,0.7584126984126984
63,20,RF,0.724084249084249
63,20,XGB,0.6957708957708959
63,21,LOGIS,0.7257509157509158
63,21,SVM,0.8325757575757576
63,21,KNN,0.6977669552669552
63,21,RF,0.6697008547008547
63,21,XGB,0.6601298701298701
63,22,LOGIS,0.8082517482517483
63,22,SVM,0.8386546786546786
63,22,KNN,0.6399281274281274
63,22,RF,0.6769397269397269
63,22,XGB,0.664025974025974
63,23,LOGIS,0.8557609057609058
63,23,SVM,0.8363519813519813
63,23,KNN,0.8383935508935508
63,23,RF,0.8399411699411699
63,23,XGB,0.7673670120728945
63,24,LOGIS,0.8084881784881786
63,24,SVM,0.8219122544122545
63,24,KNN,0.7565501165501166
63,24,RF,0.756075591075591
63,24,XGB,0.6588966588966588
63,25,LOGIS,0.7864285714285715
63,25,SVM,0.6914718614718615
63,25,KNN,0.5810673966556319
63,25,RF,0.5663415016356192
63,25,XGB,0.6421769896769896
63,26,LOGIS,0.8536571761571761
63,26,SVM,0.8736197136197136
63,26,KNN,0.7203657616892911
63,26,RF,0.8055111555111555
63,26,XGB,0.7112345987345987
63,27,LOGIS,0.8195171495171495
63,27,SVM,0.9015995115995116
63,27,KNN,0.7411871461871462
63,27,RF,0.7084415584415584
63,27,XGB,0.6765917415917416
63,28,LOGIS,0.8050649350649349
63,28,SVM,0.8347186147186146
63,28,KNN,0.7648529411764706
63,28,RF,0.781973581973582
63,28,XGB,0.7672824397824398
63,29,LOGIS,0.8887956487956487
63,29,SVM,0.8734110334110333
63,29,KNN,0.7887271062271063
63,29,RF,0.821031746031746
63,29,XGB,0.8373776223776224
70,0,LOGIS,0.8272435897435898
70,0,SVM,0.8536699574934868
70,0,KNN,0.7652245303715892
70,0,RF,0.7679648292883587
70,0,XGB,0.6771706724647902
70,1,LOGIS,0.8840651995063761
70,1,SVM,0.9271421225832992
70,1,KNN,0.821111111111111
70,1,RF,0.8394765528589057
70,1,XGB,0.825381677146383
70,2,LOGIS,0.9712820512820514
70,2,SVM,0.9712820512820514
70,2,KNN,0.9273076923076924
70,2,RF,0.8826710544357603
70,2,XGB,0.8845139174550939
70,3,LOGIS,0.8402564102564103
70,3,SVM,0.8828366241601536
70,3,KNN,0.7071019795478
70,3,RF,0.7483708121943415
70,3,XGB,0.735405982905983
70,4,LOGIS,0.7687545787545789
70,4,SVM,0.7563369963369964
70,4,KNN,0.7538988952224247
70,4,RF,0.7646361318420143
70,4,XGB,0.7400366300366301
70,5,LOGIS,0.7667172043642632
70,5,SVM,0.8119871794871795
70,5,KNN,0.7285472370766488
70,5,RF,0.7092813069283658
70,5,XGB,0.7340567765567766
70,6,LOGIS,0.854713913537443
70,6,SVM,0.8559615384615386
70,6,KNN,0.7795835047305635
70,6,RF,0.8374681201151789
70,6,XGB,0.7690567765567765
70,7,LOGIS,0.8423443223443223
70,7,SVM,0.8703205128205129
70,7,KNN,0.7619499291558116
70,7,RF,0.7829190417425711
70,7,XGB,0.7245857084092379
70,8,LOGIS,0.8650854700854701
70,8,SVM,0.8676251526251526
70,8,KNN,0.7307527285236264
70,8,RF,0.7883453130976351
70,8,XGB,0.7343048781284075
70,9,LOGIS,0.9425641025641026
70,9,SVM,0.956474358974359
70,9,KNN,0.8559615384615386
70,9,RF,0.8555128205128206
70,9,XGB,0.8101443164678459
70,10,LOGIS,0.9245833904657434
70,10,SVM,0.8964157411216235
70,10,KNN,0.7645726495726496
70,10,RF,0.8090622612681437
70,10,XGB,0.8396040234275528
70,11,LOGIS,0.8557959687371453
70,11,SVM,0.8557959687371453
70,11,KNN,0.6824318801253787
70,11,RF,0.7058921797157091
70,11,XGB,0.7243315018315017
70,12,LOGIS,0.870467032967033
70,12,SVM,0.8555128205128206
70,12,KNN,0.7750163398692811
70,12,RF,0.7966827780063075
70,12,XGB,0.8423443223443223
70,13,LOGIS,0.8553282012105541
70,13,SVM,0.8696871755695283
70,13,KNN,0.7054820652343873
70,13,RF,0.8390438319850084
70,13,XGB,0.811188272511802
70,14,LOGIS,0.8846794871794872
70,14,SVM,0.8527245303715892
70,14,KNN,0.7458120800767859
70,14,RF,0.7224787467434525
70,14,XGB,0.6523329611564905
70,15,LOGIS,0.8973870573870574
70,15,SVM,0.8365226929932813
70,15,KNN,0.7896048722519311
70,15,RF,0.854118675442205
70,15,XGB,0.7131135531135531
70,16,LOGIS,0.8694230769230769
70,16,SVM,0.8261805841217604
70,16,KNN,0.7430341880341882
70,16,RF,0.7212501713972301
70,16,XGB,0.6547710622710623
70,17,LOGIS,0.7807739809210398
70,17,SVM,0.8544498148909913
70,17,KNN,0.6051754385964913
70,17,RF,0.7222651857945976
70,17,XGB,0.696510989010989
70,18,LOGIS,0.8694040273452037
70,18,SVM,0.8826710544357603
70,18,KNN,0.7864958407605467
70,18,RF,0.7746316102198454
70,18,XGB,0.7527084190319485
70,19,LOGIS,0.9133783863195628
70,19,SVM,0.8993124522536288
70,19,KNN,0.8674146441793502
70,19,RF,0.825897435897436
70,19,XGB,0.7555860805860807
70,20,LOGIS,0.8128846153846154
70,20,SVM,0.8115384615384615
70,20,KNN,0.7382196561608325
70,20,RF,0.7236692229339288
70,20,XGB,0.7246214896214896
70,21,LOGIS,0.8564010989010991
70,21,SVM,0.8555128205128206
70,21,KNN,0.7941080488139312
70,21,RF,0.8055581020286902
70,21,XGB,0.767662631486161
70,22,LOGIS,0.9277564102564104
70,22,SVM,0.9564743589743592
70,22,KNN,0.772744039586145
70,22,RF,0.7292183985605039
70,22,XGB,0.825060429766312
70,23,LOGIS,0.912948717948718
70,23,SVM,0.879113304995658
70,23,KNN,0.7696487319010539
70,23,RF,0.7942736185383245
70,23,XGB,0.7823238036473331
70,24,LOGIS,0.8559615384615386
70,24,SVM,0.8961965811965813
70,24,KNN,0.8133798090454437
70,24,RF,0.7629969377028202
70,24,XGB,0.7957281933752522
70,25,LOGIS,0.794088999236058
70,25,SVM,0.883763001704178
70,25,KNN,0.6957527285236264
70,25,RF,0.7617307692307692
70,25,XGB,0.6897322285557579
70,26,LOGIS,0.8276831501831502
70,26,SVM,0.8405395584807349
70,26,KNN,0.7565493166963757
70,26,RF,0.7446165092217724
70,26,XGB,0.7482151345386641
70,27,LOGIS,0.8848260073260074
70,27,SVM,0.8991849816849816
70,27,KNN,0.7542026300153235
70,27,RF,0.7890444058865113
70,27,XGB,0.774978471820577
70,28,LOGIS,0.868312080076786
70,28,SVM,0.837863247863248
70,28,KNN,0.7573301844354476
70,28,RF,0.7928954705425294
70,28,XGB,0.784010989010989
70,29,LOGIS,0.8987172141583905
70,29,SVM,0.8709157509157508
70,29,KNN,0.8056411399058458
70,29,RF,0.7178100004570593
70,29,XGB,0.7506532356532357
77,0,LOGIS,0.8265047044458811
77,0,SVM,0.8782683312559474
77,0,KNN,0.7536074005114253
77,0,RF,0.7731329454858867
77,0,XGB,0.7739004279174557
77,1,LOGIS,0.8035754544732873
77,1,SVM,0.87978439688966
77,1,KNN,0.7282357271211761
77,1,RF,0.8006749055897663
77,1,XGB,0.7726932810911139
77,2,LOGIS,0.8412066365007542
77,2,SVM,0.8807049486461251
77,2,KNN,0.7249375117486574
77,2,RF,0.7690701111753743
77,2,XGB,0.7529849244322929
77,3,LOGIS,0.9079968397615455
77,3,SVM,0.9058236371471666
77,3,KNN,0.8616666666666667
77,3,RF,0.8160058895353013
77,3,XGB,0.8256426416720535
77,4,LOGIS,0.866766681031387
77,4,SVM,0.9200396825396826
77,4,KNN,0.8541744633075903
77,4,RF,0.8247125260360555
77,4,XGB,0.7978280542986426
77,5,LOGIS,0.8448984452080428
77,5,SVM,0.8822513863845135
77,5,KNN,0.6975442393863447
77,5,RF,0.7551243493348757
77,5,XGB,0.7610030921950427
77,6,LOGIS,0.9328506787330316
77,6,SVM,0.9331094988602728
77,6,KNN,0.7986827551533434
77,6,RF,0.8375907529003503
77,6,XGB,0.7764778178477869
77,7,LOGIS,0.7721139953957292
77,7,SVM,0.8532971096670788
77,7,KNN,0.7551346039581334
77,7,RF,0.7449505774583175
77,7,XGB,0.7862839637143043
77,8,LOGIS,0.895668139050492
77,8,SVM,0.8936507936507937
77,8,KNN,0.8226520847573479
77,8,RF,0.8692460317460318
77,8,XGB,0.763952093657976
77,9,LOGIS,0.8004903756374345
77,9,SVM,0.827574876104288
77,9,KNN,0.7572552593605225
77,9,RF,0.750546218487395
77,9,XGB,0.7207378079436904
77,10,LOGIS,0.8048265460030166
77,10,SVM,0.8542383107088989
77,10,KNN,0.7908141394209507
77,10,RF,0.7581164105931908
77,10,XGB,0.6858166343460461
77,11,LOGIS,0.8292238420334396
77,11,SVM,0.8414063817159793
77,11,KNN,0.7252134123186755
77,11,RF,0.7554944711291461
77,11,XGB,0.7857253144172649
77,12,LOGIS,0.853530205604509
77,12,SVM,0.8931127309223286
77,12,KNN,0.7862193362193363
77,12,RF,0.8234923659072265
77,12,XGB,0.7164907460960093
77,13,LOGIS,0.9463062917474684
77,13,SVM,0.9321031746031746
77,13,KNN,0.7871238994923205
77,13,RF,0.8266283166437965
77,13,XGB,0.7902310924369749
77,14,LOGIS,0.908119119442649
77,14,SVM,0.9331094988602728
77,14,KNN,0.791312780786465
77,14,RF,0.777496421706948
77,14,XGB,0.7443931661733518
77,15,LOGIS,0.815846129274922
77,15,SVM,0.8288040047327975
77,15,KNN,0.8209759280966711
77,15,RF,0.7536699214098596
77,15,XGB,0.7440285290904486
77,16,LOGIS,0.8680762804447015
77,16,SVM,0.906720609971384
77,16,KNN,0.8008678842657172
77,16,RF,0.8101632947375983
77,16,XGB,0.7876984126984127
77,17,LOGIS,0.8812905661589874
77,17,SVM,0.9080762804447016
77,17,KNN,0.7948435224905813
77,17,RF,0.7999737543158597
77,17,XGB,0.7352605873658504
77,18,LOGIS,0.8807874890847028
77,18,SVM,0.9080590900327742
77,18,KNN,0.8131412524523981
77,18,RF,0.8504449454913852
77,18,XGB,0.8126252832135187
77,19,LOGIS,0.9610285139696904
77,19,SVM,0.9355672268907564
77,19,KNN,0.8210881241221799
77,19,RF,0.8280575307045897
77,19,XGB,0.7631975867269986
77,20,LOGIS,0.9328539107950874
77,20,SVM,0.8789188752424048
77,20,KNN,0.7025197454764018
77,20,RF,0.7469615025497378
77,20,XGB,0.7097976842558886
77,21,LOGIS,0.8575597931480285
77,21,SVM,0.8711989154636214
77,21,KNN,0.8289948269824432
77,21,RF,0.8164912564215971
77,21,XGB,0.7791505063563887
77,22,LOGIS,0.8531369902886929
77,22,SVM,0.8800761330173096
77,22,KNN,0.8239219260271892
77,22,RF,0.8113253705358968
77,22,XGB,0.8395745207664713
77,23,LOGIS,0.8675761330173095
77,23,SVM,0.8926843581255346
77,23,KNN,0.780696817802081
77,23,RF,0.7626796904505883
77,23,XGB,0.8011685888930472
77,24,LOGIS,0.9342427996839762
77,24,SVM,0.907346193538144
77,24,KNN,0.8068923199263758
77,24,RF,0.8368253968253969
77,24,XGB,0.7640244559362207
77,25,LOGIS,0.8394157906077411
77,25,SVM,0.9058236371471664
77,25,KNN,0.7722735760971056
77,25,RF,0.8111653568309916
77,25,XGB,0.773153953889248
77,26,LOGIS,0.8024244718130167
77,26,SVM,0.8553935933347698
77,26,KNN,0.782670399775663
77,26,RF,0.8122949908708424
77,26,XGB,0.7673669467787114
77,27,LOGIS,0.9335159448394744
77,27,SVM,0.9216937800761332
77,27,KNN,0.785463262227968
77,27,RF,0.8300761330173095
77,27,XGB,0.7583437460372445
77,28,LOGIS,0.9478174603174604
77,28,SVM,0.9483143756827968
77,28,KNN,0.8149500825971414
77,28,RF,0.8533825797525489
77,28,XGB,0.8805633521964792
77,29,LOGIS,0.8281080340368266
77,29,SVM,0.9064428321936064
77,29,KNN,0.7633663704716336
77,29,RF,0.7728804838092763
77,29,XGB,0.7188458419805169
84,0,LOGIS,0.8538361930467193
84,0,SVM,0.903097288848063
84,0,KNN,0.8154193175245806
84,0,RF,0.8257952573742047
84,0,XGB,0.7453396311291048
84,1,LOGIS,0.9013886526270428
84,1,SVM,0.8913325829657099
84,1,KNN,0.775640324587693
84,1,RF,0.7899461941567205
84,1,XGB,0.7697714875423853
84,2,LOGIS,0.9035161432994252
84,2,SVM,0.9403508771929824
84,2,KNN,0.8508887603624448
84,2,RF,0.8314577828432318
84,2,XGB,0.7589016848304773
84,3,LOGIS,0.842580971659919
84,3,SVM,0.9032727652464494
84,3,KNN,0.7241944330179624
84,3,RF,0.7775048343469396
84,3,XGB,0.7441154923507864
84,4,LOGIS,0.8894590643274853
84,4,SVM,0.9019841269841268
84,4,KNN,0.7887352997879313
84,4,RF,0.7789295637283253
84,4,XGB,0.7933141677723722
84,5,LOGIS,0.865235524709209
84,5,SVM,0.891676948782212
84,5,KNN,0.8126855600539811
84,5,RF,0.8065187882293146
84,5,XGB,0.806208252531782
84,6,LOGIS,0.8796475256769373
84,6,SVM,0.8911654135338345
84,6,KNN,0.8503589977274189
84,6,RF,0.8422227918280549
84,6,XGB,0.8171420538525801
84,7,LOGIS,0.8765701111753742
84,7,SVM,0.8896067090803934
84,7,KNN,0.7873126873126872
84,7,RF,0.7948124080941418
84,7,XGB,0.7600429996560027
84,8,LOGIS,0.8411247575953459
84,8,SVM,0.8517685238737871
84,8,KNN,0.6822257935301413
84,8,RF,0.7573743069795701
84,8,XGB,0.7107810232423237
84,9,LOGIS,0.8787112010796221
84,9,SVM,0.8775659737579243
84,9,KNN,0.7577922077922077
84,9,RF,0.7492789666473877
84,9,XGB,0.7493503606816301
84,10,LOGIS,0.8807586367880486
84,10,SVM,0.9048792323947122
84,10,KNN,0.8162250176723861
84,10,RF,0.7681260844418738
84,10,XGB,0.7816872025463357
84,11,LOGIS,0.8683178534571724
84,11,SVM,0.8785093956610984
84,11,KNN,0.7963855717725687
84,11,RF,0.7959823673058967
84,11,XGB,0.8423454469507099
84,12,LOGIS,0.8918400167084378
84,12,SVM,0.9631848852901486
84,12,KNN,0.8651613505173877
84,12,RF,0.7783906599076877
84,12,XGB,0.817798181350813
84,13,LOGIS,0.9271344651220812
84,13,SVM,0.9275605302849886
84,13,KNN,0.7644588744588745
84,13,RF,0.8010834779255831
84,13,XGB,0.77125141284584
84,14,LOGIS,0.8686498108015137
84,14,SVM,0.8819427244582043
84,14,KNN,0.8093031752127862
84,14,RF,0.8491614268084856
84,14,XGB,0.8443554587827033
84,15,LOGIS,0.8919237668076677
84,15,SVM,0.8911654135338345
84,15,KNN,0.7462902448428764
84,15,RF,0.7561988304093568
84,15,XGB,0.7311958801432485
84,16,LOGIS,0.8336059511523908
84,16,SVM,0.8792304290137107
84,16,KNN,0.7450163363206841
84,16,RF,0.797042576035711
84,16,XGB,0.8055639097744361
84,17,LOGIS,0.8561360131096972
84,17,SVM,0.8897697770066191
84,17,KNN,0.8414785833361684
84,17,RF,0.8144561140613771
84,17,XGB,0.774474575991604
84,18,LOGIS,0.9055538355693152
84,18,SVM,0.927734040984815
84,18,KNN,0.8173851294903927
84,18,RF,0.8285939206991838
84,18,XGB,0.8216207184628237
84,19,LOGIS,0.9142521367521368
84,19,SVM,0.9394004241372664
84,19,KNN,0.8268827663564506
84,19,RF,0.8777161890397185
84,19,XGB,0.8296209981968495
84,20,LOGIS,0.951235441545039
84,20,SVM,0.9383876357560568
84,20,KNN,0.7592360580595875
84,20,RF,0.7964912280701754
84,20,XGB,0.8307698166986093
84,21,LOGIS,0.9273792323947124
84,21,SVM,0.9108771929824562
84,21,KNN,0.7767977636398689
84,21,RF,0.763930820641347
84,21,XGB,0.7422206156416682
84,22,LOGIS,0.8197639933166251
84,22,SVM,0.8544773793458003
84,22,KNN,0.827302711907975
84,22,RF,0.8046260756787073
84,22,XGB,0.7232694481301293
84,23,LOGIS,0.9030118187625928
84,23,SVM,0.93906223893066
84,23,KNN,0.823992673992674
84,23,RF,0.7917643467643468
84,23,XGB,0.8178717627401838
84,24,LOGIS,0.8903479286451423
84,24,SVM,0.9027038183694532
84,24,KNN,0.8133634992458522
84,24,RF,0.8529359125566556
84,24,XGB,0.7681124946604821
84,25,LOGIS,0.8296544245228455
84,25,SVM,0.8552004634512373
84,25,KNN,0.749657040585833
84,25,RF,0.7541545039068259
84,25,XGB,0.7222368421052632
84,26,LOGIS,0.8307909574086045
84,26,SVM,0.8429464592854685
84,26,KNN,0.6772356590777643
84,26,RF,0.7253406242879927
84,26,XGB,0.6758945157010172
84,27,LOGIS,0.9154382751751172
84,27,SVM,0.951756313861577
84,27,KNN,0.8318763692447902
84,27,RF,0.8502940918730392
84,27,XGB,0.8032134824240089
84,28,LOGIS,0.9407645338837288
84,28,SVM,0.9761403508771932
84,28,KNN,0.8213200834253465
84,28,RF,0.813734335839599
84,28,XGB,0.7678500739027054
84,29,LOGIS,0.8332044572214852
84,29,SVM,0.9043838763575606
84,29,KNN,0.8024134199134199
84,29,RF,0.7564693785746417
84,29,XGB,0.780506323741618
91,0,LOGIS,0.8999683812919106
91,0,SVM,0.8994805194805193
91,0,KNN,0.7956742894786373
91,0,RF,0.7601708074534161
91,0,XGB,0.8386666420954347
