total_size,draw,method,f1_score,accuracy,auc
14,0,LOGIS,0.8666666666666666,0.8666666666666666,0.9
14,0,SVM,0.65,0.6666666666666666,0.4
14,0,KNN,0.5166666666666667,0.5666666666666667,0.55
14,0,RF,0.7166666666666666,0.7333333333333333,0.8
14,0,XGB,0.8,0.8,0.85
14,1,LOGIS,0.8666666666666666,0.8666666666666666,0.9
14,1,SVM,0.8666666666666666,0.8666666666666666,1.0
14,1,KNN,0.65,0.6666666666666666,0.8
14,1,RF,0.9333333333333332,0.9333333333333332,0.9
14,1,XGB,0.6333333333333333,0.6666666666666666,0.65
14,2,LOGIS,0.85,0.8666666666666666,0.9
14,2,SVM,0.6666666666666666,0.6666666666666666,0.8
14,2,KNN,0.5166666666666666,0.5333333333333333,0.65
14,2,RF,0.85,0.8666666666666666,0.8
14,2,XGB,0.85,0.8666666666666666,0.85
14,3,LOGIS,0.8666666666666666,0.8666666666666666,1.0
14,3,SVM,0.7166666666666666,0.7333333333333333,0.9
14,3,KNN,0.7166666666666666,0.7333333333333333,0.75
14,3,RF,0.8666666666666666,0.8666666666666666,1.0
14,3,XGB,0.7999999999999999,0.7999999999999999,0.85
14,4,LOGIS,1.0,1.0,1.0
14,4,SVM,0.8666666666666666,0.8666666666666666,0.3
14,4,KNN,0.6666666666666667,0.7,0.8
14,4,RF,0.8,0.8,1.0
14,4,XGB,0.8666666666666666,0.8666666666666666,0.95
14,5,LOGIS,0.8666666666666666,0.8666666666666666,0.9
14,5,SVM,0.7333333333333333,0.7333333333333333,0.4
14,5,KNN,0.55,0.6,0.6
14,5,RF,0.7166666666666666,0.7333333333333333,0.9
14,5,XGB,0.7333333333333333,0.7666666666666666,0.75
14,6,LOGIS,0.7,0.7333333333333333,0.8
14,6,SVM,0.5166666666666666,0.5333333333333333,0.7
14,6,KNN,0.5833333333333333,0.6,0.6
14,6,RF,0.55,0.6,0.6
14,6,XGB,0.5166666666666666,0.5333333333333333,0.65
14,7,LOGIS,0.5833333333333333,0.6,0.7
14,7,SVM,0.5833333333333333,0.6333333333333333,0.3
14,7,KNN,0.6333333333333333,0.6666666666666666,0.85
14,7,RF,0.7333333333333333,0.7666666666666666,0.9
14,7,XGB,0.6666666666666666,0.6666666666666666,0.75
14,8,LOGIS,0.6666666666666666,0.6666666666666666,0.8
14,8,SVM,0.45,0.4666666666666667,0.3
14,8,KNN,0.45,0.4666666666666666,0.5
14,8,RF,0.6,0.6,0.8
14,8,XGB,0.5999999999999999,0.5999999999999999,0.8
14,9,LOGIS,0.4333333333333333,0.4666666666666666,0.6
14,9,SVM,0.35,0.4333333333333333,0.4
14,9,KNN,0.29999999999999993,0.36666666666666664,0.45
14,9,RF,0.31333333333333335,0.4,0.4
14,9,XGB,0.45,0.4666666666666666,0.6
14,10,LOGIS,0.8666666666666666,0.8666666666666666,1.0
14,10,SVM,0.8,0.8,0.6
14,10,KNN,0.5833333333333333,0.6333333333333333,0.65
14,10,RF,0.65,0.6666666666666666,0.8
14,10,XGB,0.7333333333333333,0.7333333333333333,0.85
14,11,LOGIS,0.5999999999999999,0.5999999999999999,0.8
14,11,SVM,0.7333333333333333,0.7333333333333333,0.2
14,11,KNN,0.5999999999999999,0.5999999999999999,0.65
14,11,RF,0.7333333333333333,0.7333333333333333,0.7
14,11,XGB,0.7333333333333333,0.7333333333333333,0.8
14,12,LOGIS,0.9333333333333332,0.9333333333333332,1.0
14,12,SVM,0.6666666666666667,0.7,0.8
14,12,KNN,0.7999999999999999,0.7999999999999999,0.95
14,12,RF,0.7999999999999999,0.7999999999999999,1.0
14,12,XGB,0.8666666666666666,0.8666666666666666,0.9
14,13,LOGIS,0.65,0.6666666666666666,0.9
14,13,SVM,0.4333333333333333,0.5,0.2
14,13,KNN,0.26666666666666666,0.36666666666666664,0.4
14,13,RF,0.8,0.8,0.8
14,13,XGB,0.65,0.6666666666666666,0.75
14,14,LOGIS,0.7166666666666666,0.7333333333333333,0.7
14,14,SVM,0.3,0.3333333333333333,0.3
14,14,KNN,0.21666666666666665,0.3,0.45
14,14,RF,0.55,0.6,0.5
14,14,XGB,0.4333333333333333,0.4666666666666666,0.5
14,15,LOGIS,0.5,0.5333333333333333,0.4
14,15,SVM,0.65,0.6666666666666666,0.7
14,15,KNN,0.7166666666666666,0.7333333333333333,0.75
14,15,RF,0.4333333333333333,0.5,0.8
14,15,XGB,0.5833333333333333,0.6,0.65
14,16,LOGIS,0.45,0.4666666666666666,0.6
14,16,SVM,0.5333333333333333,0.5666666666666667,0.3
14,16,KNN,0.4666666666666667,0.5,0.55
14,16,RF,0.7,0.7333333333333334,0.7
14,16,XGB,0.65,0.6666666666666667,0.7
